### header ###
fiducial parameters:
Omega_m = 0.31
Omega_nu = 0
Omega_de = 0.69
Omega_k = 0
H_0 = 100
w_de = -1
zeff = 0
beta = 0
fgrowth = 0
b_1 = 2
gamma = 0.55
Lx = 3500 Ly = 3500 Lz = 3500
nx = 700 ny = 700 nz = 700
xoffset = -983.599254 yoffset = -42.9823471 zoffset = 800.977702
bins = 400 dk = 0.001
kx_ny = 0.628318531 ky_ny = 0.628318531 kz_ny = 0.628318531
############################
A(data) = 9.05027182 (not used)
A(ran) = 9.02829376 (used)
Ngal = 501730
weighted Ngal = 0
Nran = 25229228
weighted Nran = 0
SN(data) = 6783.97395
SN(ran) = 134.018801
SN(data+ran) = 6917.99275
############################
13 columns: k_central k_mean P_0(k) sigma^{lin}_{P_0(k)} P^img_1(k) sigma^{lin}_{P_1(k)} P_2(k) sigma^{lin}_{P_2(k)} P^img_3(k) sigma^{lin}_{P_3(k)} P_4(k) sigma^{lin}_{P_4(k)} N_modes
### header ###
0.00050000 0 0 0 0 0 0 0 0 0 0 0 0
0.00150000 0.00179520 58736.15727833 0 23321.12635600 0 67349.38033081 0 -22862.41060500 0 14954.61680369 0 3
0.00250000 0.00253879 74153.55412487 0 26608.69908387 0 9849.07534446 0 36026.10269503 0 -35072.53194924 0 6
0.00350000 0.00331552 76665.17664560 0 9738.49365229 0 50610.75909418 0 -2429.01853491 0 68700.15322114 0 7
0.00450000 0.00420575 59677.20561137 0 -6329.62927397 0 -1705.70639958 0 68436.30378774 0 21975.51621478 0 24
0.00550000 0.00557378 76092.33118548 0 -17537.19966329 0 4288.42107405 0 27660.91129144 0 -579.67017506 0 45
0.00650000 0.00659388 77601.39176671 0 3983.73099979 0 -18803.61103619 0 -22249.91083787 0 39536.00317195 0 40
0.00750000 0.00754703 89423.53800738 0 5481.77405471 0 -23734.03643933 0 2118.15513086 0 -21704.74650065 0 57
0.00850000 0.00846663 89126.07578187 0 -1005.26743973 0 21781.52866300 0 -42047.18630977 0 26027.28565714 0 75
0.00950000 0.00948925 73406.71303507 0 10248.43046523 0 15771.64931229 0 7081.98461922 0 -17260.16874279 0 112
0.01050000 0.01054430 73690.44454484 0 -3626.84223662 0 9375.88192681 0 -4853.07204302 0 10456.02790245 0 105
0.01150000 0.01145670 75940.63423813 0 -779.77064149 0 19841.43345368 0 8630.82033776 0 -17765.78861871 0 144
0.01250000 0.01249090 74872.71409177 0 3506.38541369 0 25270.00922338 0 -10696.07376707 0 -4329.23974576 0 169
0.01350000 0.01339930 70520.62643505 0 6091.83524673 0 28724.98683739 0 -14203.05234768 0 -8324.98786795 0 180
0.01450000 0.01448870 71285.59206961 0 -806.33573182 0 31246.93485634 0 10537.79706074 0 -16668.10028066 0 267
0.01550000 0.01550050 78975.78148808 0 -5321.70686306 0 40168.82439836 0 13215.09988971 0 -9013.97321397 0 238
0.01650000 0.01653350 82567.29733928 0 1367.90882355 0 27492.73748521 0 -888.15761606 0 -12924.77763639 0 315
0.01750000 0.01747870 77352.15181484 0 742.78448715 0 29969.86844803 0 -5064.29438918 0 -6656.14569396 0 297
0.01850000 0.01844180 76552.03554801 0 2108.74135216 0 40747.05229904 0 2743.60570907 0 -3134.59058553 0 388
0.01950000 0.01947590 74276.36164633 0 3164.20499321 0 39654.63655583 0 4550.60085242 0 2274.27886096 0 399
0.02050000 0.02045430 76373.31655211 0 175.21052342 0 34825.37906616 0 -5037.84353841 0 -14697.02857666 0 462
0.02150000 0.02154770 72208.84539507 0 4423.17981047 0 42949.45910160 0 2439.46486344 0 -4940.60810192 0 571
0.02250000 0.02255340 74310.85320424 0 1816.63959808 0 40577.99972701 0 4937.75211305 0 -9508.65245560 0 510
0.02350000 0.02348930 67553.47368937 0 -1290.58841715 0 35784.99132687 0 2963.12140754 0 561.70051278 0 555
0.02450000 0.02439640 66102.41165138 0 5237.32337649 0 39505.68575162 0 2353.06021551 0 1849.04408719 0 592
0.02550000 0.02547300 64607.96055169 0 1628.45190061 0 38945.03316707 0 237.66990157 0 4618.97981674 0 837
0.02650000 0.02652900 65049.32067800 0 -17.04355297 0 38739.18227690 0 7972.66868697 0 -3889.82388879 0 723
0.02750000 0.02749970 58591.81999461 0 884.84137360 0 31461.24386740 0 6864.18251407 0 -4860.04724661 0 826
0.02850000 0.02848090 60983.93036565 0 2969.58033621 0 33658.15838367 0 6129.30362381 0 14856.41472482 0 831
0.02950000 0.02946900 54376.60011225 0 1162.14580996 0 31820.54923654 0 1936.92066784 0 12903.02818267 0 996
0.03050000 0.03053250 58480.43642864 0 49.94278724 0 30945.18864753 0 6589.20570864 0 5149.35891925 0 1041
0.03150000 0.03150510 56840.00035934 0 -272.53383649 0 22262.98247924 0 7407.73211912 0 10476.60200689 0 1036
0.03250000 0.03246190 58405.19210645 0 -2210.90886174 0 22810.45357669 0 429.62860280 0 8059.58960981 0 1059
0.03350000 0.03345080 55735.61143201 0 258.54278639 0 19116.01228041 0 1797.47151892 0 10608.79035334 0 1302
0.03450000 0.03451200 56635.35777215 0 3752.52771609 0 24572.37901874 0 557.21661025 0 3189.86495476 0 1339
