# Best-fit model.
# Fit done at fixed cosmology (and biases):
# OmM=0.303377, H0=69.741410, lnA=2.853178.
#      ell        C_ell^gg        C_ell^kg
         0     2.09538e-05     3.06916e-07
         1     3.23972e-05     5.46912e-07
         2     4.26542e-05     7.61027e-07
         3     5.17872e-05     9.50659e-07
         4     5.98583e-05     1.11721e-06
         5     6.69298e-05     1.26208e-06
         6     7.30639e-05     1.38666e-06
         7     7.83228e-05     1.49236e-06
         8     8.27687e-05     1.58058e-06
         9     8.64640e-05     1.65271e-06
        10     8.94707e-05     1.71016e-06
        11     9.18512e-05     1.75433e-06
        12     9.36676e-05     1.78661e-06
        13     9.49798e-05     1.80836e-06
        14     9.58427e-05     1.82082e-06
        15     9.63075e-05     1.82514e-06
        16     9.64215e-05     1.82239e-06
        17     9.62285e-05     1.81351e-06
        18     9.57679e-05     1.79939e-06
        19     9.50755e-05     1.78080e-06
        20     9.41842e-05     1.75844e-06
        21     9.31242e-05     1.73295e-06
        22     9.19232e-05     1.70492e-06
        23     9.06066e-05     1.67488e-06
        24     8.91976e-05     1.64330e-06
        25     8.77164e-05     1.61061e-06
        26     8.61816e-05     1.57718e-06
        27     8.46094e-05     1.54334e-06
        28     8.30146e-05     1.50936e-06
        29     8.14099e-05     1.47550e-06
        30     7.98071e-05     1.44195e-06
        31     7.82155e-05     1.40891e-06
        32     7.66435e-05     1.37650e-06
        33     7.50979e-05     1.34485e-06
        34     7.35838e-05     1.31402e-06
        35     7.21060e-05     1.28410e-06
        36     7.06677e-05     1.25512e-06
        37     6.92717e-05     1.22711e-06
        38     6.79201e-05     1.20008e-06
        39     6.66133e-05     1.17403e-06
        40     6.53514e-05     1.14894e-06
        41     6.41344e-05     1.12480e-06
        42     6.29616e-05     1.10156e-06
        43     6.18319e-05     1.07920e-06
        44     6.07446e-05     1.05770e-06
        45     5.96987e-05     1.03701e-06
        46     5.86931e-05     1.01711e-06
        47     5.77269e-05     9.97966e-07
        48     5.67987e-05     9.79552e-07
        49     5.59072e-05     9.61834e-07
        50     5.50511e-05     9.44778e-07
        51     5.42287e-05     9.28353e-07
        52     5.34384e-05     9.12524e-07
        53     5.26782e-05     8.97255e-07
        54     5.19462e-05     8.82512e-07
        55     5.12405e-05     8.68261e-07
        56     5.05595e-05     8.54472e-07
        57     4.99016e-05     8.41118e-07
        58     4.92651e-05     8.28171e-07
        59     4.86484e-05     8.15603e-07
        60     4.80502e-05     8.03391e-07
        61     4.74691e-05     7.91512e-07
        62     4.69039e-05     7.79944e-07
