# Best-fit model.
# Fit done at fixed cosmology (and biases):
# OmM=0.303377, H0=69.741410, lnA=2.853178.
#      ell        C_ell^gg        C_ell^kg
       123     2.25918e-05     3.51422e-07
       124     2.24089e-05     3.47833e-07
       125     2.22311e-05     3.44336e-07
       126     2.20582e-05     3.40928e-07
       127     2.18899e-05     3.37604e-07
       128     2.17261e-05     3.34360e-07
       129     2.15666e-05     3.31193e-07
       130     2.14110e-05     3.28100e-07
       131     2.12593e-05     3.25076e-07
       132     2.11112e-05     3.22117e-07
       133     2.09665e-05     3.19221e-07
       134     2.08251e-05     3.16383e-07
       135     2.06865e-05     3.13599e-07
       136     2.05508e-05     3.10866e-07
       137     2.04177e-05     3.08181e-07
       138     2.02869e-05     3.05542e-07
       139     2.01585e-05     3.02945e-07
       140     2.00322e-05     3.00388e-07
       141     1.99079e-05     2.97869e-07
       142     1.97855e-05     2.95386e-07
       143     1.96647e-05     2.92935e-07
       144     1.95454e-05     2.90514e-07
       145     1.94275e-05     2.88121e-07
       146     1.93108e-05     2.85753e-07
       147     1.91952e-05     2.83408e-07
       148     1.90806e-05     2.81085e-07
       149     1.89669e-05     2.78782e-07
       150     1.88541e-05     2.76500e-07
       151     1.87421e-05     2.74237e-07
       152     1.86310e-05     2.71993e-07
       153     1.85206e-05     2.69766e-07
       154     1.84108e-05     2.67557e-07
       155     1.83017e-05     2.65365e-07
       156     1.81932e-05     2.63188e-07
       157     1.80853e-05     2.61027e-07
       158     1.79778e-05     2.58880e-07
       159     1.78708e-05     2.56748e-07
       160     1.77643e-05     2.54629e-07
       161     1.76583e-05     2.52526e-07
       162     1.75529e-05     2.50439e-07
       163     1.74480e-05     2.48367e-07
       164     1.73438e-05     2.46313e-07
       165     1.72403e-05     2.44276e-07
       166     1.71374e-05     2.42257e-07
       167     1.70353e-05     2.40256e-07
       168     1.69340e-05     2.38274e-07
       169     1.68334e-05     2.36312e-07
       170     1.67338e-05     2.34370e-07
       171     1.66349e-05     2.32449e-07
       172     1.65371e-05     2.30550e-07
       173     1.64401e-05     2.28672e-07
       174     1.63442e-05     2.26816e-07
       175     1.62493e-05     2.24983e-07
       176     1.61555e-05     2.23174e-07
       177     1.60628e-05     2.21388e-07
       178     1.59713e-05     2.19626e-07
       179     1.58809e-05     2.17889e-07
       180     1.57919e-05     2.16177e-07
       181     1.57041e-05     2.14490e-07
       182     1.56176e-05     2.12830e-07
       183     1.55325e-05     2.11196e-07
       184     1.54488e-05     2.09589e-07
       185     1.53666e-05     2.08010e-07
       186     1.52857e-05     2.06457e-07
       187     1.52064e-05     2.04932e-07
       188     1.51284e-05     2.03434e-07
       189     1.50519e-05     2.01961e-07
       190     1.49768e-05     2.00515e-07
       191     1.49030e-05     1.99094e-07
       192     1.48307e-05     1.97698e-07
       193     1.47597e-05     1.96328e-07
       194     1.46901e-05     1.94982e-07
       195     1.46218e-05     1.93661e-07
       196     1.45549e-05     1.92363e-07
       197     1.44894e-05     1.91090e-07
       198     1.44251e-05     1.89839e-07
       199     1.43622e-05     1.88612e-07
       200     1.43006e-05     1.87407e-07
       201     1.42402e-05     1.86225e-07
       202     1.41810e-05     1.85063e-07
       203     1.41230e-05     1.83922e-07
       204     1.40662e-05     1.82801e-07
       205     1.40104e-05     1.81699e-07
       206     1.39557e-05     1.80616e-07
       207     1.39020e-05     1.79550e-07
       208     1.38493e-05     1.78502e-07
       209     1.37975e-05     1.77470e-07
       210     1.37466e-05     1.76453e-07
       211     1.36965e-05     1.75451e-07
       212     1.36472e-05     1.74464e-07
       213     1.35987e-05     1.73490e-07
       214     1.35509e-05     1.72529e-07
       215     1.35038e-05     1.71581e-07
       216     1.34573e-05     1.70644e-07
       217     1.34114e-05     1.69718e-07
       218     1.33662e-05     1.68803e-07
       219     1.33214e-05     1.67898e-07
       220     1.32773e-05     1.67003e-07
       221     1.32336e-05     1.66118e-07
       222     1.31904e-05     1.65242e-07
       223     1.31476e-05     1.64376e-07
       224     1.31053e-05     1.63517e-07
       225     1.30634e-05     1.62667e-07
       226     1.30219e-05     1.61824e-07
       227     1.29807e-05     1.60989e-07
       228     1.29398e-05     1.60160e-07
       229     1.28992e-05     1.59338e-07
       230     1.28589e-05     1.58522e-07
       231     1.28188e-05     1.57712e-07
       232     1.27790e-05     1.56907e-07
       233     1.27393e-05     1.56108e-07
       234     1.26999e-05     1.55313e-07
       235     1.26606e-05     1.54524e-07
       236     1.26215e-05     1.53740e-07
       237     1.25827e-05     1.52961e-07
       238     1.25441e-05     1.52187e-07
       239     1.25057e-05     1.51419e-07
       240     1.24675e-05     1.50656e-07
       241     1.24296e-05     1.49899e-07
       242     1.23919e-05     1.49147e-07
       243     1.23544e-05     1.48401e-07
       244     1.23172e-05     1.47661e-07
       245     1.22802e-05     1.46926e-07
       246     1.22434e-05     1.46197e-07
       247     1.22069e-05     1.45474e-07
       248     1.21707e-05     1.44756e-07
       249     1.21347e-05     1.44045e-07
       250     1.20990e-05     1.43339e-07
       251     1.20636e-05     1.42640e-07
       252     1.20284e-05     1.41946e-07
       253     1.19935e-05     1.41259e-07
       254     1.19589e-05     1.40578e-07
       255     1.19246e-05     1.39903e-07
       256     1.18906e-05     1.39234e-07
       257     1.18569e-05     1.38572e-07
       258     1.18235e-05     1.37916e-07
       259     1.17904e-05     1.37266e-07
       260     1.17577e-05     1.36624e-07
       261     1.17253e-05     1.35987e-07
       262     1.16932e-05     1.35358e-07
       263     1.16615e-05     1.34735e-07
       264     1.16302e-05     1.34118e-07
       265     1.15992e-05     1.33509e-07
       266     1.15685e-05     1.32907e-07
       267     1.15383e-05     1.32311e-07
       268     1.15084e-05     1.31722e-07
       269     1.14789e-05     1.31141e-07
       270     1.14498e-05     1.30567e-07
       271     1.14212e-05     1.29999e-07
       272     1.13929e-05     1.29439e-07
       273     1.13649e-05     1.28886e-07
       274     1.13374e-05     1.28340e-07
       275     1.13103e-05     1.27800e-07
       276     1.12835e-05     1.27267e-07
       277     1.12570e-05     1.26740e-07
       278     1.12310e-05     1.26220e-07
       279     1.12052e-05     1.25706e-07
       280     1.11798e-05     1.25197e-07
       281     1.11548e-05     1.24695e-07
       282     1.11300e-05     1.24199e-07
       283     1.11056e-05     1.23708e-07
       284     1.10815e-05     1.23223e-07
       285     1.10577e-05     1.22743e-07
       286     1.10341e-05     1.22269e-07
       287     1.10109e-05     1.21800e-07
       288     1.09879e-05     1.21335e-07
       289     1.09652e-05     1.20876e-07
       290     1.09428e-05     1.20422e-07
       291     1.09207e-05     1.19972e-07
       292     1.08987e-05     1.19526e-07
       293     1.08771e-05     1.19086e-07
       294     1.08556e-05     1.18649e-07
       295     1.08344e-05     1.18217e-07
       296     1.08134e-05     1.17789e-07
       297     1.07927e-05     1.17365e-07
       298     1.07721e-05     1.16945e-07
       299     1.07518e-05     1.16529e-07
       300     1.07317e-05     1.16116e-07
       301     1.07117e-05     1.15708e-07
       302     1.06919e-05     1.15303e-07
       303     1.06724e-05     1.14901e-07
       304     1.06530e-05     1.14503e-07
       305     1.06337e-05     1.14108e-07
       306     1.06147e-05     1.13717e-07
       307     1.05957e-05     1.13328e-07
       308     1.05770e-05     1.12943e-07
       309     1.05583e-05     1.12561e-07
       310     1.05399e-05     1.12181e-07
       311     1.05215e-05     1.11805e-07
       312     1.05033e-05     1.11431e-07
       313     1.04852e-05     1.11059e-07
       314     1.04672e-05     1.10691e-07
       315     1.04493e-05     1.10324e-07
       316     1.04315e-05     1.09960e-07
       317     1.04138e-05     1.09598e-07
       318     1.03962e-05     1.09239e-07
       319     1.03788e-05     1.08882e-07
       320     1.03614e-05     1.08527e-07
       321     1.03441e-05     1.08175e-07
       322     1.03270e-05     1.07825e-07
       323     1.03099e-05     1.07478e-07
       324     1.02930e-05     1.07132e-07
       325     1.02761e-05     1.06790e-07
       326     1.02594e-05     1.06449e-07
       327     1.02428e-05     1.06111e-07
       328     1.02263e-05     1.05775e-07
       329     1.02099e-05     1.05442e-07
       330     1.01936e-05     1.05111e-07
       331     1.01775e-05     1.04783e-07
       332     1.01614e-05     1.04456e-07
       333     1.01455e-05     1.04133e-07
       334     1.01297e-05     1.03811e-07
       335     1.01140e-05     1.03492e-07
       336     1.00984e-05     1.03176e-07
       337     1.00829e-05     1.02861e-07
       338     1.00675e-05     1.02550e-07
       339     1.00523e-05     1.02240e-07
       340     1.00372e-05     1.01933e-07
       341     1.00222e-05     1.01629e-07
       342     1.00073e-05     1.01327e-07
       343     9.99259e-06     1.01027e-07
       344     9.97796e-06     1.00729e-07
       345     9.96345e-06     1.00434e-07
       346     9.94905e-06     1.00141e-07
       347     9.93476e-06     9.98507e-08
       348     9.92060e-06     9.95624e-08
       349     9.90654e-06     9.92763e-08
       350     9.89260e-06     9.89925e-08
       351     9.87878e-06     9.87109e-08
       352     9.86506e-06     9.84315e-08
       353     9.85146e-06     9.81543e-08
       354     9.83796e-06     9.78792e-08
       355     9.82458e-06     9.76062e-08
       356     9.81130e-06     9.73354e-08
       357     9.79813e-06     9.70666e-08
       358     9.78507e-06     9.67999e-08
       359     9.77212e-06     9.65353e-08
       360     9.75927e-06     9.62727e-08
       361     9.74652e-06     9.60121e-08
       362     9.73388e-06     9.57535e-08
       363     9.72134e-06     9.54969e-08
       364     9.70890e-06     9.52422e-08
       365     9.69656e-06     9.49895e-08
       366     9.68433e-06     9.47387e-08
       367     9.67219e-06     9.44897e-08
       368     9.66015e-06     9.42427e-08
       369     9.64821e-06     9.39975e-08
       370     9.63637e-06     9.37541e-08
       371     9.62461e-06     9.35125e-08
       372     9.61295e-06     9.32726e-08
       373     9.60138e-06     9.30345e-08
       374     9.58989e-06     9.27981e-08
       375     9.57849e-06     9.25634e-08
       376     9.56718e-06     9.23303e-08
       377     9.55594e-06     9.20988e-08
       378     9.54479e-06     9.18689e-08
       379     9.53372e-06     9.16406e-08
       380     9.52272e-06     9.14137e-08
       381     9.51179e-06     9.11884e-08
       382     9.50094e-06     9.09646e-08
       383     9.49016e-06     9.07422e-08
       384     9.47944e-06     9.05212e-08
       385     9.46880e-06     9.03016e-08
       386     9.45822e-06     9.00833e-08
       387     9.44770e-06     8.98664e-08
       388     9.43724e-06     8.96507e-08
       389     9.42684e-06     8.94364e-08
       390     9.41650e-06     8.92232e-08
       391     9.40622e-06     8.90113e-08
       392     9.39599e-06     8.88006e-08
       393     9.38581e-06     8.85910e-08
       394     9.37568e-06     8.83825e-08
       395     9.36560e-06     8.81751e-08
       396     9.35557e-06     8.79688e-08
       397     9.34558e-06     8.77636e-08
       398     9.33564e-06     8.75593e-08
       399     9.32573e-06     8.73561e-08
       400     9.31588e-06     8.71538e-08
       401     9.30606e-06     8.69526e-08
       402     9.29629e-06     8.67524e-08
       403     9.28655e-06     8.65531e-08
       404     9.27686e-06     8.63548e-08
       405     9.26721e-06     8.61574e-08
       406     9.25761e-06     8.59610e-08
       407     9.24804e-06     8.57656e-08
       408     9.23851e-06     8.55710e-08
       409     9.22902e-06     8.53774e-08
       410     9.21957e-06     8.51847e-08
       411     9.21016e-06     8.49929e-08
       412     9.20079e-06     8.48020e-08
       413     9.19146e-06     8.46120e-08
       414     9.18216e-06     8.44229e-08
       415     9.17290e-06     8.42346e-08
       416     9.16368e-06     8.40472e-08
       417     9.15450e-06     8.38606e-08
       418     9.14535e-06     8.36749e-08
       419     9.13623e-06     8.34900e-08
       420     9.12716e-06     8.33059e-08
       421     9.11811e-06     8.31226e-08
       422     9.10911e-06     8.29401e-08
       423     9.10013e-06     8.27585e-08
       424     9.09119e-06     8.25776e-08
       425     9.08229e-06     8.23974e-08
       426     9.07341e-06     8.22181e-08
       427     9.06457e-06     8.20395e-08
       428     9.05577e-06     8.18616e-08
       429     9.04699e-06     8.16845e-08
       430     9.03825e-06     8.15081e-08
       431     9.02953e-06     8.13324e-08
       432     9.02085e-06     8.11574e-08
       433     9.01219e-06     8.09831e-08
       434     9.00357e-06     8.08095e-08
       435     8.99497e-06     8.06365e-08
       436     8.98639e-06     8.04642e-08
       437     8.97785e-06     8.02925e-08
       438     8.96933e-06     8.01214e-08
       439     8.96083e-06     7.99510e-08
       440     8.95236e-06     7.97811e-08
       441     8.94391e-06     7.96118e-08
       442     8.93548e-06     7.94431e-08
       443     8.92708e-06     7.92749e-08
       444     8.91870e-06     7.91073e-08
       445     8.91033e-06     7.89402e-08
       446     8.90199e-06     7.87737e-08
       447     8.89367e-06     7.86076e-08
       448     8.88536e-06     7.84420e-08
       449     8.87707e-06     7.82769e-08
       450     8.86880e-06     7.81123e-08
       451     8.86055e-06     7.79482e-08
       452     8.85231e-06     7.77844e-08
       453     8.84408e-06     7.76211e-08
       454     8.83587e-06     7.74583e-08
       455     8.82767e-06     7.72958e-08
       456     8.81949e-06     7.71337e-08
       457     8.81131e-06     7.69720e-08
       458     8.80315e-06     7.68107e-08
       459     8.79500e-06     7.66497e-08
       460     8.78686e-06     7.64890e-08
       461     8.77873e-06     7.63287e-08
       462     8.77060e-06     7.61687e-08
       463     8.76248e-06     7.60090e-08
       464     8.75437e-06     7.58496e-08
       465     8.74627e-06     7.56905e-08
       466     8.73817e-06     7.55316e-08
       467     8.73008e-06     7.53730e-08
       468     8.72199e-06     7.52146e-08
       469     8.71390e-06     7.50565e-08
       470     8.70582e-06     7.48986e-08
       471     8.69774e-06     7.47409e-08
       472     8.68966e-06     7.45834e-08
       473     8.68159e-06     7.44262e-08
       474     8.67351e-06     7.42690e-08
       475     8.66543e-06     7.41121e-08
       476     8.65736e-06     7.39553e-08
       477     8.64928e-06     7.37987e-08
       478     8.64120e-06     7.36422e-08
       479     8.63312e-06     7.34859e-08
       480     8.62503e-06     7.33296e-08
       481     8.61694e-06     7.31735e-08
       482     8.60885e-06     7.30174e-08
       483     8.60075e-06     7.28615e-08
       484     8.59264e-06     7.27056e-08
       485     8.58453e-06     7.25498e-08
       486     8.57641e-06     7.23940e-08
       487     8.56829e-06     7.22383e-08
       488     8.56015e-06     7.20825e-08
       489     8.55201e-06     7.19269e-08
       490     8.54386e-06     7.17712e-08
       491     8.53569e-06     7.16155e-08
       492     8.52752e-06     7.14598e-08
       493     8.51933e-06     7.13041e-08
       494     8.51114e-06     7.11483e-08
       495     8.50293e-06     7.09925e-08
       496     8.49470e-06     7.08366e-08
       497     8.48647e-06     7.06807e-08
       498     8.47821e-06     7.05247e-08
       499     8.46995e-06     7.03686e-08
       500     8.46166e-06     7.02124e-08
       501     8.45336e-06     7.00561e-08
       502     8.44505e-06     6.98996e-08
       503     8.43671e-06     6.97431e-08
       504     8.42836e-06     6.95864e-08
       505     8.41999e-06     6.94295e-08
       506     8.41160e-06     6.92725e-08
       507     8.40319e-06     6.91153e-08
       508     8.39476e-06     6.89580e-08
       509     8.38631e-06     6.88004e-08
       510     8.37784e-06     6.86427e-08
       511     8.36935e-06     6.84847e-08
       512     8.36084e-06     6.83266e-08
       513     8.35230e-06     6.81682e-08
       514     8.34374e-06     6.80096e-08
       515     8.33515e-06     6.78507e-08
       516     8.32654e-06     6.76916e-08
       517     8.31791e-06     6.75322e-08
       518     8.30925e-06     6.73726e-08
       519     8.30056e-06     6.72126e-08
       520     8.29185e-06     6.70524e-08
       521     8.28311e-06     6.68919e-08
       522     8.27434e-06     6.67311e-08
       523     8.26554e-06     6.65699e-08
       524     8.25672e-06     6.64084e-08
       525     8.24786e-06     6.62466e-08
       526     8.23898e-06     6.60844e-08
       527     8.23006e-06     6.59219e-08
       528     8.22112e-06     6.57590e-08
       529     8.21214e-06     6.55957e-08
       530     8.20313e-06     6.54321e-08
       531     8.19409e-06     6.52680e-08
       532     8.18501e-06     6.51036e-08
       533     8.17590e-06     6.49387e-08
       534     8.16676e-06     6.47734e-08
       535     8.15758e-06     6.46077e-08
       536     8.14837e-06     6.44415e-08
       537     8.13912e-06     6.42748e-08
       538     8.12984e-06     6.41078e-08
       539     8.12051e-06     6.39402e-08
       540     8.11115e-06     6.37721e-08
       541     8.10176e-06     6.36036e-08
       542     8.09232e-06     6.34346e-08
       543     8.08285e-06     6.32650e-08
       544     8.07333e-06     6.30950e-08
       545     8.06377e-06     6.29244e-08
       546     8.05418e-06     6.27532e-08
       547     8.04454e-06     6.25816e-08
       548     8.03486e-06     6.24093e-08
       549     8.02514e-06     6.22365e-08
       550     8.01537e-06     6.20631e-08
       551     8.00556e-06     6.18891e-08
       552     7.99571e-06     6.17146e-08
       553     7.98581e-06     6.15394e-08
       554     7.97586e-06     6.13636e-08
       555     7.96587e-06     6.11872e-08
       556     7.95584e-06     6.10101e-08
       557     7.94575e-06     6.08324e-08
       558     7.93562e-06     6.06541e-08
       559     7.92544e-06     6.04751e-08
       560     7.91521e-06     6.02954e-08
       561     7.90493e-06     6.01150e-08
       562     7.89460e-06     5.99340e-08
       563     7.88422e-06     5.97522e-08
       564     7.87379e-06     5.95697e-08
       565     7.86331e-06     5.93865e-08
       566     7.85277e-06     5.92026e-08
       567     7.84219e-06     5.90179e-08
       568     7.83154e-06     5.88325e-08
       569     7.82085e-06     5.86463e-08
       570     7.81010e-06     5.84594e-08
       571     7.79929e-06     5.82717e-08
       572     7.78843e-06     5.80832e-08
       573     7.77751e-06     5.78939e-08
       574     7.76654e-06     5.77037e-08
       575     7.75551e-06     5.75128e-08
       576     7.74441e-06     5.73210e-08
       577     7.73327e-06     5.71284e-08
       578     7.72206e-06     5.69350e-08
       579     7.71079e-06     5.67407e-08
       580     7.69946e-06     5.65455e-08
       581     7.68807e-06     5.63495e-08
       582     7.67662e-06     5.61526e-08
       583     7.66511e-06     5.59548e-08
       584     7.65353e-06     5.57560e-08
       585     7.64189e-06     5.55564e-08
       586     7.63019e-06     5.53559e-08
       587     7.61842e-06     5.51544e-08
       588     7.60659e-06     5.49520e-08
       589     7.59469e-06     5.47486e-08
       590     7.58273e-06     5.45443e-08
       591     7.57069e-06     5.43390e-08
       592     7.55860e-06     5.41327e-08
       593     7.54643e-06     5.39254e-08
       594     7.53420e-06     5.37172e-08
       595     7.52189e-06     5.35079e-08
       596     7.50952e-06     5.32976e-08
       597     7.49708e-06     5.30863e-08
       598     7.48457e-06     5.28740e-08
       599     7.47198e-06     5.26606e-08
       600     7.45932e-06     5.24461e-08
       601     7.44660e-06     5.22306e-08
       602     7.43379e-06     5.20141e-08
       603     7.42092e-06     5.17964e-08
       604     7.40797e-06     5.15777e-08
       605     7.39495e-06     5.13579e-08
       606     7.38185e-06     5.11369e-08
       607     7.36867e-06     5.09148e-08
       608     7.35542e-06     5.06917e-08
       609     7.34209e-06     5.04673e-08
       610     7.32869e-06     5.02419e-08
       611     7.31521e-06     5.00152e-08
       612     7.30164e-06     4.97874e-08
       613     7.28800e-06     4.95585e-08
       614     7.27428e-06     4.93283e-08
       615     7.26048e-06     4.90970e-08
       616     7.24660e-06     4.88644e-08
       617     7.23264e-06     4.86307e-08
       618     7.21859e-06     4.83957e-08
       619     7.20447e-06     4.81595e-08
       620     7.19025e-06     4.79220e-08
       621     7.17596e-06     4.76833e-08
       622     7.16158e-06     4.74434e-08
       623     7.14712e-06     4.72022e-08
       624     7.13257e-06     4.69597e-08
       625     7.11793e-06     4.67159e-08
       626     7.10321e-06     4.64708e-08
       627     7.08840e-06     4.62244e-08
       628     7.07351e-06     4.59767e-08
       629     7.05852e-06     4.57277e-08
       630     7.04345e-06     4.54773e-08
       631     7.02829e-06     4.52256e-08
       632     7.01304e-06     4.49726e-08
       633     6.99769e-06     4.47182e-08
       634     6.98226e-06     4.44624e-08
       635     6.96673e-06     4.42052e-08
       636     6.95111e-06     4.39467e-08
       637     6.93540e-06     4.36867e-08
       638     6.91960e-06     4.34253e-08
       639     6.90370e-06     4.31626e-08
       640     6.88770e-06     4.28984e-08
       641     6.87161e-06     4.26327e-08
       642     6.85543e-06     4.23656e-08
       643     6.83914e-06     4.20970e-08
       644     6.82276e-06     4.18270e-08
       645     6.80629e-06     4.15555e-08
       646     6.78971e-06     4.12825e-08
       647     6.77304e-06     4.10081e-08
       648     6.75626e-06     4.07321e-08
       649     6.73939e-06     4.04546e-08
       650     6.72241e-06     4.01755e-08
       651     6.70533e-06     3.98950e-08
       652     6.68816e-06     3.96129e-08
       653     6.67087e-06     3.93292e-08
       654     6.65349e-06     3.90440e-08
       655     6.63600e-06     3.87572e-08
       656     6.61841e-06     3.84689e-08
       657     6.60071e-06     3.81789e-08
       658     6.58291e-06     3.78873e-08
       659     6.56500e-06     3.75942e-08
       660     6.54698e-06     3.72994e-08
       661     6.52886e-06     3.70030e-08
       662     6.51063e-06     3.67049e-08
       663     6.49229e-06     3.64052e-08
       664     6.47384e-06     3.61038e-08
       665     6.45528e-06     3.58008e-08
       666     6.43661e-06     3.54961e-08
       667     6.41783e-06     3.51897e-08
       668     6.39894e-06     3.48816e-08
       669     6.37993e-06     3.45718e-08
       670     6.36081e-06     3.42603e-08
       671     6.34158e-06     3.39471e-08
       672     6.32224e-06     3.36321e-08
       673     6.30278e-06     3.33154e-08
       674     6.28321e-06     3.29969e-08
       675     6.26352e-06     3.26767e-08
       676     6.24371e-06     3.23547e-08
       677     6.22379e-06     3.20309e-08
       678     6.20375e-06     3.17054e-08
       679     6.18359e-06     3.13780e-08
       680     6.16331e-06     3.10488e-08
       681     6.14292e-06     3.07178e-08
       682     6.12240e-06     3.03850e-08
       683     6.10176e-06     3.00503e-08
       684     6.08100e-06     2.97138e-08
       685     6.06012e-06     2.93754e-08
       686     6.03912e-06     2.90352e-08
       687     6.01800e-06     2.86930e-08
       688     5.99675e-06     2.83490e-08
       689     5.97538e-06     2.80031e-08
       690     5.95388e-06     2.76553e-08
       691     5.93226e-06     2.73056e-08
       692     5.91051e-06     2.69539e-08
       693     5.88863e-06     2.66004e-08
       694     5.86663e-06     2.62448e-08
       695     5.84450e-06     2.58873e-08
       696     5.82224e-06     2.55279e-08
       697     5.79986e-06     2.51665e-08
       698     5.77734e-06     2.48031e-08
       699     5.75469e-06     2.44377e-08
       700     5.73191e-06     2.40703e-08
       701     5.70901e-06     2.37009e-08
       702     5.68597e-06     2.33295e-08
       703     5.66279e-06     2.29560e-08
       704     5.63949e-06     2.25805e-08
       705     5.61605e-06     2.22030e-08
       706     5.59247e-06     2.18234e-08
       707     5.56877e-06     2.14417e-08
       708     5.54492e-06     2.10580e-08
       709     5.52094e-06     2.06722e-08
       710     5.49683e-06     2.02843e-08
       711     5.47257e-06     1.98942e-08
       712     5.44818e-06     1.95021e-08
       713     5.42365e-06     1.91078e-08
       714     5.39898e-06     1.87114e-08
       715     5.37417e-06     1.83129e-08
       716     5.34922e-06     1.79122e-08
       717     5.32413e-06     1.75093e-08
       718     5.29890e-06     1.71043e-08
       719     5.27353e-06     1.66971e-08
       720     5.24802e-06     1.62876e-08
       721     5.22236e-06     1.58760e-08
       722     5.19655e-06     1.54622e-08
       723     5.17061e-06     1.50462e-08
       724     5.14452e-06     1.46279e-08
       725     5.11828e-06     1.42074e-08
       726     5.09189e-06     1.37846e-08
       727     5.06536e-06     1.33596e-08
