# Best-fit model.
# Fit done at fixed cosmology (and biases):
# OmM=0.303377, H0=69.741410, lnA=2.853178.
#      ell        C_ell^gg        C_ell^kg
       123     2.76887e-05     3.61692e-07
       124     2.74207e-05     3.57167e-07
       125     2.71566e-05     3.52691e-07
       126     2.68968e-05     3.48271e-07
       127     2.66414e-05     3.43910e-07
       128     2.63907e-05     3.39611e-07
       129     2.61449e-05     3.35377e-07
       130     2.59039e-05     3.31210e-07
       131     2.56681e-05     3.27114e-07
       132     2.54374e-05     3.23092e-07
       133     2.52122e-05     3.19146e-07
       134     2.49925e-05     3.15279e-07
       135     2.47785e-05     3.11494e-07
       136     2.45703e-05     3.07795e-07
       137     2.43680e-05     3.04182e-07
       138     2.41714e-05     3.00656e-07
       139     2.39806e-05     2.97215e-07
       140     2.37955e-05     2.93861e-07
       141     2.36160e-05     2.90592e-07
       142     2.34420e-05     2.87409e-07
       143     2.32735e-05     2.84312e-07
       144     2.31103e-05     2.81300e-07
       145     2.29526e-05     2.78373e-07
       146     2.28000e-05     2.75532e-07
       147     2.26527e-05     2.72775e-07
       148     2.25104e-05     2.70101e-07
       149     2.23730e-05     2.67508e-07
       150     2.22402e-05     2.64993e-07
       151     2.21118e-05     2.62554e-07
       152     2.19877e-05     2.60188e-07
       153     2.18676e-05     2.57893e-07
       154     2.17513e-05     2.55667e-07
       155     2.16387e-05     2.53506e-07
       156     2.15295e-05     2.51409e-07
       157     2.14235e-05     2.49373e-07
       158     2.13206e-05     2.47395e-07
       159     2.12204e-05     2.45474e-07
       160     2.11230e-05     2.43606e-07
       161     2.10279e-05     2.41788e-07
       162     2.09351e-05     2.40017e-07
       163     2.08443e-05     2.38290e-07
       164     2.07554e-05     2.36605e-07
       165     2.06681e-05     2.34958e-07
       166     2.05822e-05     2.33346e-07
       167     2.04976e-05     2.31767e-07
       168     2.04141e-05     2.30217e-07
       169     2.03313e-05     2.28694e-07
       170     2.02492e-05     2.27195e-07
       171     2.01676e-05     2.25716e-07
       172     2.00862e-05     2.24255e-07
       173     2.00051e-05     2.22811e-07
       174     1.99242e-05     2.21382e-07
       175     1.98433e-05     2.19967e-07
       176     1.97625e-05     2.18564e-07
       177     1.96815e-05     2.17171e-07
       178     1.96004e-05     2.15786e-07
       179     1.95191e-05     2.14409e-07
       180     1.94375e-05     2.13037e-07
       181     1.93555e-05     2.11669e-07
       182     1.92731e-05     2.10303e-07
       183     1.91901e-05     2.08938e-07
       184     1.91065e-05     2.07572e-07
       185     1.90223e-05     2.06204e-07
       186     1.89374e-05     2.04833e-07
       187     1.88519e-05     2.03460e-07
       188     1.87658e-05     2.02084e-07
       189     1.86793e-05     2.00707e-07
       190     1.85924e-05     1.99328e-07
       191     1.85050e-05     1.97947e-07
       192     1.84173e-05     1.96565e-07
       193     1.83293e-05     1.95182e-07
       194     1.82411e-05     1.93797e-07
       195     1.81527e-05     1.92412e-07
       196     1.80642e-05     1.91026e-07
       197     1.79756e-05     1.89639e-07
       198     1.78869e-05     1.88252e-07
       199     1.77983e-05     1.86865e-07
       200     1.77097e-05     1.85478e-07
       201     1.76213e-05     1.84093e-07
       202     1.75331e-05     1.82709e-07
       203     1.74452e-05     1.81327e-07
       204     1.73576e-05     1.79950e-07
       205     1.72705e-05     1.78576e-07
       206     1.71839e-05     1.77208e-07
       207     1.70978e-05     1.75846e-07
       208     1.70124e-05     1.74490e-07
       209     1.69276e-05     1.73143e-07
       210     1.68437e-05     1.71803e-07
       211     1.67606e-05     1.70474e-07
       212     1.66784e-05     1.69154e-07
       213     1.65973e-05     1.67845e-07
       214     1.65172e-05     1.66548e-07
       215     1.64382e-05     1.65264e-07
       216     1.63604e-05     1.63993e-07
       217     1.62838e-05     1.62736e-07
       218     1.62084e-05     1.61492e-07
       219     1.61342e-05     1.60263e-07
       220     1.60611e-05     1.59048e-07
       221     1.59893e-05     1.57847e-07
       222     1.59188e-05     1.56662e-07
       223     1.58494e-05     1.55492e-07
       224     1.57813e-05     1.54337e-07
       225     1.57144e-05     1.53198e-07
       226     1.56488e-05     1.52075e-07
       227     1.55844e-05     1.50969e-07
       228     1.55212e-05     1.49879e-07
       229     1.54594e-05     1.48806e-07
       230     1.53988e-05     1.47750e-07
       231     1.53395e-05     1.46712e-07
       232     1.52815e-05     1.45691e-07
       233     1.52247e-05     1.44689e-07
       234     1.51692e-05     1.43704e-07
       235     1.51149e-05     1.42735e-07
       236     1.50617e-05     1.41784e-07
       237     1.50096e-05     1.40849e-07
       238     1.49586e-05     1.39929e-07
       239     1.49086e-05     1.39026e-07
       240     1.48596e-05     1.38137e-07
       241     1.48116e-05     1.37263e-07
       242     1.47644e-05     1.36403e-07
       243     1.47181e-05     1.35558e-07
       244     1.46726e-05     1.34725e-07
       245     1.46278e-05     1.33907e-07
       246     1.45838e-05     1.33100e-07
       247     1.45405e-05     1.32307e-07
       248     1.44978e-05     1.31525e-07
       249     1.44557e-05     1.30755e-07
       250     1.44142e-05     1.29996e-07
       251     1.43731e-05     1.29248e-07
       252     1.43326e-05     1.28511e-07
       253     1.42925e-05     1.27783e-07
       254     1.42529e-05     1.27066e-07
       255     1.42136e-05     1.26357e-07
       256     1.41748e-05     1.25658e-07
       257     1.41363e-05     1.24968e-07
       258     1.40982e-05     1.24285e-07
       259     1.40603e-05     1.23611e-07
       260     1.40227e-05     1.22944e-07
       261     1.39854e-05     1.22284e-07
       262     1.39484e-05     1.21631e-07
       263     1.39115e-05     1.20985e-07
       264     1.38748e-05     1.20344e-07
       265     1.38383e-05     1.19709e-07
       266     1.38019e-05     1.19080e-07
       267     1.37656e-05     1.18455e-07
       268     1.37294e-05     1.17835e-07
       269     1.36932e-05     1.17219e-07
       270     1.36571e-05     1.16607e-07
       271     1.36210e-05     1.15998e-07
       272     1.35849e-05     1.15393e-07
       273     1.35488e-05     1.14792e-07
       274     1.35127e-05     1.14193e-07
       275     1.34767e-05     1.13598e-07
       276     1.34407e-05     1.13007e-07
       277     1.34048e-05     1.12418e-07
       278     1.33689e-05     1.11833e-07
       279     1.33331e-05     1.11252e-07
       280     1.32974e-05     1.10673e-07
       281     1.32618e-05     1.10098e-07
       282     1.32262e-05     1.09526e-07
       283     1.31908e-05     1.08957e-07
       284     1.31555e-05     1.08392e-07
       285     1.31203e-05     1.07830e-07
       286     1.30852e-05     1.07271e-07
       287     1.30503e-05     1.06715e-07
       288     1.30156e-05     1.06162e-07
       289     1.29810e-05     1.05612e-07
       290     1.29465e-05     1.05066e-07
       291     1.29123e-05     1.04523e-07
       292     1.28782e-05     1.03982e-07
       293     1.28443e-05     1.03445e-07
       294     1.28106e-05     1.02911e-07
       295     1.27771e-05     1.02380e-07
       296     1.27438e-05     1.01853e-07
       297     1.27108e-05     1.01329e-07
       298     1.26780e-05     1.00808e-07
       299     1.26454e-05     1.00290e-07
       300     1.26130e-05     9.97759e-08
       301     1.25809e-05     9.92653e-08
       302     1.25490e-05     9.87582e-08
       303     1.25174e-05     9.82547e-08
       304     1.24861e-05     9.77548e-08
       305     1.24550e-05     9.72585e-08
       306     1.24242e-05     9.67660e-08
       307     1.23937e-05     9.62773e-08
       308     1.23635e-05     9.57924e-08
       309     1.23335e-05     9.53113e-08
       310     1.23039e-05     9.48341e-08
       311     1.22746e-05     9.43609e-08
       312     1.22456e-05     9.38918e-08
       313     1.22169e-05     9.34266e-08
       314     1.21886e-05     9.29656e-08
       315     1.21606e-05     9.25087e-08
       316     1.21329e-05     9.20560e-08
       317     1.21056e-05     9.16074e-08
       318     1.20786e-05     9.11628e-08
       319     1.20519e-05     9.07223e-08
       320     1.20256e-05     9.02858e-08
       321     1.19995e-05     8.98532e-08
       322     1.19737e-05     8.94245e-08
       323     1.19483e-05     8.89997e-08
       324     1.19231e-05     8.85786e-08
       325     1.18982e-05     8.81612e-08
       326     1.18736e-05     8.77475e-08
       327     1.18492e-05     8.73375e-08
       328     1.18251e-05     8.69310e-08
       329     1.18012e-05     8.65280e-08
       330     1.17776e-05     8.61286e-08
       331     1.17543e-05     8.57326e-08
       332     1.17312e-05     8.53399e-08
       333     1.17083e-05     8.49507e-08
       334     1.16856e-05     8.45646e-08
       335     1.16631e-05     8.41819e-08
       336     1.16409e-05     8.38023e-08
       337     1.16188e-05     8.34258e-08
       338     1.15969e-05     8.30525e-08
       339     1.15752e-05     8.26822e-08
       340     1.15537e-05     8.23148e-08
       341     1.15324e-05     8.19505e-08
       342     1.15113e-05     8.15890e-08
       343     1.14903e-05     8.12304e-08
       344     1.14694e-05     8.08746e-08
       345     1.14488e-05     8.05216e-08
       346     1.14283e-05     8.01714e-08
       347     1.14079e-05     7.98239e-08
       348     1.13877e-05     7.94791e-08
       349     1.13676e-05     7.91370e-08
       350     1.13477e-05     7.87975e-08
       351     1.13280e-05     7.84606e-08
       352     1.13083e-05     7.81262e-08
       353     1.12888e-05     7.77943e-08
       354     1.12695e-05     7.74650e-08
       355     1.12502e-05     7.71380e-08
       356     1.12311e-05     7.68135e-08
       357     1.12121e-05     7.64913e-08
       358     1.11932e-05     7.61715e-08
       359     1.11745e-05     7.58540e-08
       360     1.11558e-05     7.55387e-08
       361     1.11373e-05     7.52257e-08
       362     1.11188e-05     7.49149e-08
       363     1.11005e-05     7.46062e-08
       364     1.10823e-05     7.42996e-08
       365     1.10641e-05     7.39952e-08
       366     1.10461e-05     7.36927e-08
       367     1.10281e-05     7.33923e-08
       368     1.10102e-05     7.30939e-08
       369     1.09924e-05     7.27975e-08
       370     1.09747e-05     7.25030e-08
       371     1.09571e-05     7.22104e-08
       372     1.09396e-05     7.19198e-08
       373     1.09222e-05     7.16312e-08
       374     1.09048e-05     7.13444e-08
       375     1.08876e-05     7.10596e-08
       376     1.08704e-05     7.07767e-08
       377     1.08533e-05     7.04956e-08
       378     1.08363e-05     7.02165e-08
       379     1.08195e-05     6.99392e-08
       380     1.08027e-05     6.96638e-08
       381     1.07860e-05     6.93902e-08
       382     1.07694e-05     6.91185e-08
       383     1.07529e-05     6.88486e-08
       384     1.07365e-05     6.85805e-08
       385     1.07202e-05     6.83143e-08
       386     1.07040e-05     6.80498e-08
       387     1.06879e-05     6.77872e-08
       388     1.06719e-05     6.75263e-08
       389     1.06560e-05     6.72672e-08
       390     1.06403e-05     6.70099e-08
       391     1.06246e-05     6.67543e-08
       392     1.06090e-05     6.65005e-08
       393     1.05935e-05     6.62484e-08
       394     1.05782e-05     6.59981e-08
       395     1.05629e-05     6.57494e-08
       396     1.05477e-05     6.55025e-08
       397     1.05327e-05     6.52573e-08
       398     1.05178e-05     6.50137e-08
       399     1.05029e-05     6.47718e-08
       400     1.04882e-05     6.45316e-08
       401     1.04736e-05     6.42930e-08
       402     1.04591e-05     6.40560e-08
       403     1.04447e-05     6.38206e-08
       404     1.04304e-05     6.35868e-08
       405     1.04162e-05     6.33545e-08
       406     1.04021e-05     6.31238e-08
       407     1.03881e-05     6.28947e-08
       408     1.03742e-05     6.26670e-08
       409     1.03604e-05     6.24409e-08
       410     1.03466e-05     6.22162e-08
       411     1.03330e-05     6.19930e-08
       412     1.03195e-05     6.17712e-08
       413     1.03061e-05     6.15509e-08
       414     1.02927e-05     6.13320e-08
       415     1.02795e-05     6.11145e-08
       416     1.02663e-05     6.08984e-08
       417     1.02532e-05     6.06836e-08
       418     1.02403e-05     6.04702e-08
       419     1.02274e-05     6.02581e-08
       420     1.02145e-05     6.00473e-08
       421     1.02018e-05     5.98378e-08
       422     1.01892e-05     5.96296e-08
       423     1.01766e-05     5.94227e-08
       424     1.01641e-05     5.92170e-08
       425     1.01517e-05     5.90126e-08
       426     1.01394e-05     5.88093e-08
       427     1.01272e-05     5.86073e-08
       428     1.01150e-05     5.84064e-08
       429     1.01029e-05     5.82067e-08
       430     1.00909e-05     5.80082e-08
       431     1.00789e-05     5.78108e-08
       432     1.00671e-05     5.76146e-08
       433     1.00553e-05     5.74195e-08
       434     1.00436e-05     5.72255e-08
       435     1.00319e-05     5.70327e-08
       436     1.00203e-05     5.68409e-08
       437     1.00088e-05     5.66503e-08
       438     9.99738e-06     5.64608e-08
       439     9.98602e-06     5.62724e-08
       440     9.97472e-06     5.60851e-08
       441     9.96349e-06     5.58989e-08
       442     9.95233e-06     5.57138e-08
       443     9.94123e-06     5.55297e-08
       444     9.93020e-06     5.53467e-08
       445     9.91924e-06     5.51648e-08
       446     9.90834e-06     5.49839e-08
       447     9.89751e-06     5.48040e-08
       448     9.88674e-06     5.46252e-08
       449     9.87603e-06     5.44475e-08
       450     9.86539e-06     5.42707e-08
       451     9.85480e-06     5.40950e-08
       452     9.84428e-06     5.39203e-08
       453     9.83382e-06     5.37466e-08
       454     9.82342e-06     5.35739e-08
       455     9.81308e-06     5.34022e-08
       456     9.80280e-06     5.32315e-08
       457     9.79257e-06     5.30617e-08
       458     9.78240e-06     5.28930e-08
       459     9.77229e-06     5.27252e-08
       460     9.76224e-06     5.25583e-08
       461     9.75224e-06     5.23925e-08
       462     9.74229e-06     5.22275e-08
       463     9.73240e-06     5.20635e-08
       464     9.72257e-06     5.19005e-08
       465     9.71278e-06     5.17383e-08
       466     9.70305e-06     5.15771e-08
       467     9.69337e-06     5.14168e-08
       468     9.68375e-06     5.12574e-08
       469     9.67418e-06     5.10990e-08
       470     9.66466e-06     5.09414e-08
       471     9.65519e-06     5.07847e-08
       472     9.64577e-06     5.06289e-08
       473     9.63641e-06     5.04740e-08
       474     9.62709e-06     5.03200e-08
       475     9.61783e-06     5.01668e-08
       476     9.60862e-06     5.00146e-08
       477     9.59946e-06     4.98631e-08
       478     9.59034e-06     4.97126e-08
       479     9.58128e-06     4.95629e-08
       480     9.57227e-06     4.94140e-08
       481     9.56330e-06     4.92659e-08
       482     9.55439e-06     4.91188e-08
       483     9.54552e-06     4.89724e-08
       484     9.53670e-06     4.88268e-08
       485     9.52793e-06     4.86821e-08
       486     9.51921e-06     4.85382e-08
       487     9.51053e-06     4.83951e-08
       488     9.50190e-06     4.82528e-08
       489     9.49332e-06     4.81112e-08
       490     9.48478e-06     4.79705e-08
       491     9.47629e-06     4.78306e-08
       492     9.46785e-06     4.76914e-08
       493     9.45945e-06     4.75530e-08
       494     9.45110e-06     4.74154e-08
       495     9.44280e-06     4.72785e-08
       496     9.43454e-06     4.71424e-08
       497     9.42632e-06     4.70070e-08
       498     9.41815e-06     4.68724e-08
       499     9.41002e-06     4.67385e-08
       500     9.40193e-06     4.66054e-08
       501     9.39389e-06     4.64729e-08
       502     9.38589e-06     4.63412e-08
       503     9.37794e-06     4.62102e-08
       504     9.37003e-06     4.60800e-08
       505     9.36216e-06     4.59504e-08
       506     9.35433e-06     4.58215e-08
       507     9.34654e-06     4.56934e-08
       508     9.33880e-06     4.55659e-08
       509     9.33109e-06     4.54391e-08
       510     9.32343e-06     4.53130e-08
       511     9.31581e-06     4.51876e-08
       512     9.30822e-06     4.50628e-08
       513     9.30068e-06     4.49387e-08
       514     9.29318e-06     4.48153e-08
       515     9.28572e-06     4.46925e-08
       516     9.27829e-06     4.45703e-08
       517     9.27091e-06     4.44488e-08
       518     9.26356e-06     4.43280e-08
       519     9.25625e-06     4.42078e-08
       520     9.24898e-06     4.40882e-08
       521     9.24174e-06     4.39692e-08
       522     9.23455e-06     4.38509e-08
       523     9.22739e-06     4.37331e-08
       524     9.22026e-06     4.36160e-08
       525     9.21318e-06     4.34995e-08
       526     9.20613e-06     4.33835e-08
       527     9.19911e-06     4.32682e-08
       528     9.19213e-06     4.31534e-08
       529     9.18519e-06     4.30392e-08
       530     9.17828e-06     4.29257e-08
       531     9.17140e-06     4.28126e-08
       532     9.16456e-06     4.27002e-08
       533     9.15776e-06     4.25883e-08
       534     9.15098e-06     4.24769e-08
       535     9.14424e-06     4.23661e-08
       536     9.13754e-06     4.22559e-08
       537     9.13086e-06     4.21462e-08
       538     9.12422e-06     4.20370e-08
       539     9.11761e-06     4.19283e-08
       540     9.11103e-06     4.18202e-08
       541     9.10449e-06     4.17126e-08
       542     9.09797e-06     4.16055e-08
       543     9.09149e-06     4.14990e-08
       544     9.08504e-06     4.13929e-08
       545     9.07862e-06     4.12874e-08
       546     9.07223e-06     4.11823e-08
       547     9.06587e-06     4.10778e-08
       548     9.05954e-06     4.09738e-08
       549     9.05324e-06     4.08703e-08
       550     9.04698e-06     4.07673e-08
       551     9.04074e-06     4.06648e-08
       552     9.03453e-06     4.05627e-08
       553     9.02835e-06     4.04612e-08
       554     9.02220e-06     4.03601e-08
       555     9.01608e-06     4.02596e-08
       556     9.00999e-06     4.01595e-08
       557     9.00393e-06     4.00599e-08
       558     8.99790e-06     3.99608e-08
       559     8.99189e-06     3.98621e-08
       560     8.98592e-06     3.97639e-08
       561     8.97997e-06     3.96662e-08
       562     8.97405e-06     3.95690e-08
       563     8.96816e-06     3.94722e-08
       564     8.96230e-06     3.93759e-08
       565     8.95646e-06     3.92800e-08
       566     8.95065e-06     3.91846e-08
       567     8.94487e-06     3.90896e-08
       568     8.93911e-06     3.89951e-08
       569     8.93338e-06     3.89011e-08
       570     8.92768e-06     3.88075e-08
       571     8.92201e-06     3.87143e-08
       572     8.91636e-06     3.86216e-08
       573     8.91073e-06     3.85293e-08
       574     8.90514e-06     3.84374e-08
       575     8.89957e-06     3.83460e-08
       576     8.89402e-06     3.82550e-08
       577     8.88850e-06     3.81644e-08
       578     8.88301e-06     3.80743e-08
       579     8.87754e-06     3.79845e-08
       580     8.87209e-06     3.78952e-08
       581     8.86667e-06     3.78063e-08
       582     8.86127e-06     3.77179e-08
       583     8.85590e-06     3.76298e-08
       584     8.85056e-06     3.75421e-08
       585     8.84523e-06     3.74549e-08
       586     8.83993e-06     3.73680e-08
       587     8.83466e-06     3.72815e-08
       588     8.82940e-06     3.71955e-08
       589     8.82418e-06     3.71098e-08
       590     8.81897e-06     3.70246e-08
       591     8.81379e-06     3.69397e-08
       592     8.80863e-06     3.68552e-08
       593     8.80350e-06     3.67711e-08
       594     8.79838e-06     3.66874e-08
       595     8.79329e-06     3.66041e-08
       596     8.78823e-06     3.65211e-08
       597     8.78318e-06     3.64386e-08
       598     8.77816e-06     3.63564e-08
       599     8.77316e-06     3.62746e-08
       600     8.76818e-06     3.61931e-08
       601     8.76323e-06     3.61121e-08
       602     8.75829e-06     3.60314e-08
       603     8.75338e-06     3.59510e-08
       604     8.74849e-06     3.58710e-08
       605     8.74362e-06     3.57914e-08
       606     8.73877e-06     3.57122e-08
       607     8.73394e-06     3.56333e-08
       608     8.72913e-06     3.55547e-08
       609     8.72435e-06     3.54766e-08
       610     8.71958e-06     3.53987e-08
       611     8.71484e-06     3.53212e-08
       612     8.71012e-06     3.52441e-08
       613     8.70541e-06     3.51673e-08
       614     8.70073e-06     3.50908e-08
       615     8.69607e-06     3.50147e-08
       616     8.69142e-06     3.49389e-08
       617     8.68680e-06     3.48635e-08
       618     8.68220e-06     3.47883e-08
       619     8.67761e-06     3.47136e-08
       620     8.67305e-06     3.46391e-08
       621     8.66850e-06     3.45650e-08
       622     8.66397e-06     3.44912e-08
       623     8.65947e-06     3.44177e-08
       624     8.65498e-06     3.43445e-08
       625     8.65051e-06     3.42716e-08
       626     8.64606e-06     3.41991e-08
       627     8.64162e-06     3.41269e-08
       628     8.63721e-06     3.40550e-08
       629     8.63281e-06     3.39834e-08
       630     8.62843e-06     3.39121e-08
       631     8.62407e-06     3.38411e-08
       632     8.61973e-06     3.37704e-08
       633     8.61540e-06     3.37000e-08
       634     8.61110e-06     3.36299e-08
       635     8.60681e-06     3.35601e-08
       636     8.60254e-06     3.34906e-08
       637     8.59828e-06     3.34214e-08
       638     8.59404e-06     3.33525e-08
       639     8.58982e-06     3.32839e-08
       640     8.58562e-06     3.32156e-08
       641     8.58144e-06     3.31475e-08
       642     8.57727e-06     3.30798e-08
       643     8.57312e-06     3.30123e-08
       644     8.56898e-06     3.29452e-08
       645     8.56486e-06     3.28783e-08
       646     8.56076e-06     3.28117e-08
       647     8.55667e-06     3.27454e-08
       648     8.55261e-06     3.26793e-08
       649     8.54855e-06     3.26135e-08
       650     8.54452e-06     3.25480e-08
       651     8.54050e-06     3.24828e-08
       652     8.53649e-06     3.24179e-08
       653     8.53251e-06     3.23532e-08
       654     8.52853e-06     3.22888e-08
       655     8.52458e-06     3.22247e-08
       656     8.52064e-06     3.21608e-08
       657     8.51671e-06     3.20972e-08
       658     8.51280e-06     3.20338e-08
       659     8.50891e-06     3.19707e-08
       660     8.50503e-06     3.19079e-08
       661     8.50116e-06     3.18454e-08
       662     8.49732e-06     3.17830e-08
       663     8.49348e-06     3.17210e-08
       664     8.48966e-06     3.16592e-08
       665     8.48586e-06     3.15976e-08
       666     8.48207e-06     3.15364e-08
       667     8.47830e-06     3.14753e-08
       668     8.47454e-06     3.14145e-08
       669     8.47079e-06     3.13540e-08
       670     8.46706e-06     3.12936e-08
       671     8.46334e-06     3.12336e-08
       672     8.45964e-06     3.11737e-08
       673     8.45595e-06     3.11142e-08
       674     8.45228e-06     3.10548e-08
       675     8.44862e-06     3.09957e-08
       676     8.44497e-06     3.09368e-08
       677     8.44134e-06     3.08782e-08
       678     8.43772e-06     3.08198e-08
       679     8.43412e-06     3.07616e-08
       680     8.43052e-06     3.07036e-08
       681     8.42694e-06     3.06459e-08
       682     8.42338e-06     3.05884e-08
       683     8.41983e-06     3.05312e-08
       684     8.41629e-06     3.04741e-08
       685     8.41276e-06     3.04173e-08
       686     8.40925e-06     3.03607e-08
       687     8.40575e-06     3.03043e-08
       688     8.40226e-06     3.02482e-08
       689     8.39878e-06     3.01922e-08
       690     8.39532e-06     3.01365e-08
       691     8.39187e-06     3.00810e-08
       692     8.38843e-06     3.00257e-08
       693     8.38500e-06     2.99706e-08
       694     8.38159e-06     2.99158e-08
       695     8.37819e-06     2.98611e-08
       696     8.37480e-06     2.98067e-08
       697     8.37142e-06     2.97525e-08
       698     8.36805e-06     2.96985e-08
       699     8.36470e-06     2.96446e-08
       700     8.36135e-06     2.95910e-08
       701     8.35802e-06     2.95376e-08
       702     8.35470e-06     2.94844e-08
       703     8.35139e-06     2.94314e-08
       704     8.34809e-06     2.93787e-08
       705     8.34480e-06     2.93261e-08
       706     8.34153e-06     2.92737e-08
       707     8.33826e-06     2.92215e-08
       708     8.33500e-06     2.91695e-08
       709     8.33176e-06     2.91177e-08
       710     8.32853e-06     2.90661e-08
       711     8.32530e-06     2.90147e-08
       712     8.32209e-06     2.89634e-08
       713     8.31888e-06     2.89124e-08
       714     8.31569e-06     2.88616e-08
       715     8.31251e-06     2.88109e-08
       716     8.30933e-06     2.87604e-08
       717     8.30617e-06     2.87102e-08
       718     8.30302e-06     2.86601e-08
       719     8.29987e-06     2.86102e-08
       720     8.29674e-06     2.85604e-08
       721     8.29361e-06     2.85109e-08
       722     8.29050e-06     2.84615e-08
       723     8.28739e-06     2.84123e-08
       724     8.28429e-06     2.83633e-08
       725     8.28120e-06     2.83145e-08
       726     8.27812e-06     2.82659e-08
       727     8.27505e-06     2.82174e-08
