# Galaxy auto- and CMB lensing cross-spectra.
# Computed with NaMaster compute_full_master
# at Nside=2048, last bin 5974.5
# with pixel window fn correction on C_a-SN and C_x.
# Used SN=3.071925e-05.
#    ell           C_l_a           C_l_x
    64.5     4.42381e-05     9.65376e-08
    94.5     2.94313e-05     3.60570e-07
   124.5     2.62529e-05     4.05668e-07
   154.5     1.88591e-05     3.79490e-07
   184.5     1.83196e-05     1.40392e-07
   214.5     1.56788e-05     2.29852e-07
   244.5     1.39659e-05     8.18699e-08
   274.5     1.31102e-05     1.29114e-07
   304.5     1.38355e-05     1.25685e-07
   334.5     1.22578e-05     5.05351e-08
   364.5     1.19539e-05     1.96080e-07
   394.5     1.11337e-05     1.85717e-07
   424.5     1.11531e-05     2.85943e-08
   454.5     1.09254e-05     1.24407e-07
   484.5     1.03094e-05     1.65280e-08
   514.5     1.00451e-05    -6.87404e-10
   544.5     1.00292e-05    -3.39964e-08
   574.5     9.71239e-06    -3.59724e-08
   604.5     9.69051e-06     1.51460e-07
   634.5     9.88669e-06     2.17236e-07
   664.5     8.79418e-06     1.55082e-07
   694.5     9.86541e-06     8.59194e-08
   724.5     8.93030e-06    -3.10488e-08
   754.5     9.95383e-06     2.85142e-08
   784.5     9.04568e-06     5.28355e-08
   814.5     8.92147e-06    -7.43066e-08
   844.5     8.67605e-06    -3.06937e-08
   874.5     8.49049e-06     1.03257e-07
   904.5     8.64789e-06     8.45787e-08
   934.5     8.88869e-06     2.36300e-08
   964.5     8.77854e-06     6.75165e-08
   994.5     9.00038e-06     2.19239e-08
