# Smooth curve fit to spectrum data.
#        ell        C_l_a        C_l_x
  1.1120e+03   7.0515e-06   5.1748e-08
  1.1130e+03   7.0507e-06   5.1791e-08
  1.1140e+03   7.0499e-06   5.1834e-08
  1.1150e+03   7.0492e-06   5.1877e-08
  1.1160e+03   7.0484e-06   5.1920e-08
  1.1170e+03   7.0476e-06   5.1963e-08
  1.1180e+03   7.0469e-06   5.2007e-08
  1.1190e+03   7.0461e-06   5.2050e-08
  1.1200e+03   7.0454e-06   5.2094e-08
  1.1210e+03   7.0446e-06   5.2137e-08
  1.1220e+03   7.0439e-06   5.2181e-08
  1.1230e+03   7.0431e-06   5.2225e-08
  1.1240e+03   7.0424e-06   5.2269e-08
  1.1250e+03   7.0416e-06   5.2314e-08
  1.1260e+03   7.0409e-06   5.2358e-08
  1.1270e+03   7.0401e-06   5.2403e-08
  1.1280e+03   7.0394e-06   5.2447e-08
  1.1290e+03   7.0386e-06   5.2492e-08
  1.1300e+03   7.0379e-06   5.2537e-08
  1.1310e+03   7.0371e-06   5.2582e-08
  1.1320e+03   7.0364e-06   5.2627e-08
  1.1330e+03   7.0357e-06   5.2673e-08
  1.1340e+03   7.0349e-06   5.2718e-08
  1.1350e+03   7.0342e-06   5.2764e-08
  1.1360e+03   7.0335e-06   5.2810e-08
  1.1370e+03   7.0327e-06   5.2855e-08
  1.1380e+03   7.0320e-06   5.2901e-08
  1.1390e+03   7.0313e-06   5.2948e-08
  1.1400e+03   7.0305e-06   5.2994e-08
  1.1410e+03   7.0298e-06   5.3040e-08
  1.1420e+03   7.0291e-06   5.3087e-08
  1.1430e+03   7.0284e-06   5.3133e-08
  1.1440e+03   7.0277e-06   5.3180e-08
  1.1450e+03   7.0269e-06   5.3227e-08
  1.1460e+03   7.0262e-06   5.3274e-08
  1.1470e+03   7.0255e-06   5.3321e-08
  1.1480e+03   7.0248e-06   5.3369e-08
  1.1490e+03   7.0241e-06   5.3416e-08
  1.1500e+03   7.0234e-06   5.3464e-08
  1.1510e+03   7.0226e-06   5.3512e-08
  1.1520e+03   7.0219e-06   5.3559e-08
  1.1530e+03   7.0212e-06   5.3607e-08
  1.1540e+03   7.0205e-06   5.3656e-08
  1.1550e+03   7.0198e-06   5.3704e-08
  1.1560e+03   7.0191e-06   5.3752e-08
  1.1570e+03   7.0184e-06   5.3801e-08
  1.1580e+03   7.0177e-06   5.3850e-08
  1.1590e+03   7.0170e-06   5.3898e-08
  1.1600e+03   7.0163e-06   5.3947e-08
  1.1610e+03   7.0156e-06   5.3996e-08
  1.1620e+03   7.0149e-06   5.4046e-08
  1.1630e+03   7.0142e-06   5.4095e-08
  1.1640e+03   7.0135e-06   5.4144e-08
  1.1650e+03   7.0128e-06   5.4194e-08
  1.1660e+03   7.0121e-06   5.4244e-08
  1.1670e+03   7.0114e-06   5.4294e-08
  1.1680e+03   7.0107e-06   5.4344e-08
  1.1690e+03   7.0101e-06   5.4394e-08
  1.1700e+03   7.0094e-06   5.4444e-08
  1.1710e+03   7.0087e-06   5.4495e-08
  1.1720e+03   7.0080e-06   5.4545e-08
  1.1730e+03   7.0073e-06   5.4596e-08
  1.1740e+03   7.0066e-06   5.4647e-08
  1.1750e+03   7.0060e-06   5.4698e-08
  1.1760e+03   7.0053e-06   5.4749e-08
  1.1770e+03   7.0046e-06   5.4800e-08
  1.1780e+03   7.0039e-06   5.4852e-08
  1.1790e+03   7.0032e-06   5.4903e-08
  1.1800e+03   7.0026e-06   5.4955e-08
  1.1810e+03   7.0019e-06   5.5007e-08
  1.1820e+03   7.0012e-06   5.5059e-08
  1.1830e+03   7.0006e-06   5.5111e-08
  1.1840e+03   6.9999e-06   5.5163e-08
  1.1850e+03   6.9992e-06   5.5215e-08
  1.1860e+03   6.9986e-06   5.5268e-08
  1.1870e+03   6.9979e-06   5.5321e-08
  1.1880e+03   6.9972e-06   5.5373e-08
  1.1890e+03   6.9966e-06   5.5426e-08
  1.1900e+03   6.9959e-06   5.5479e-08
  1.1910e+03   6.9952e-06   5.5532e-08
  1.1920e+03   6.9946e-06   5.5586e-08
  1.1930e+03   6.9939e-06   5.5639e-08
  1.1940e+03   6.9933e-06   5.5693e-08
  1.1950e+03   6.9926e-06   5.5747e-08
  1.1960e+03   6.9919e-06   5.5801e-08
  1.1970e+03   6.9913e-06   5.5855e-08
  1.1980e+03   6.9906e-06   5.5909e-08
  1.1990e+03   6.9900e-06   5.5963e-08
  1.2000e+03   6.9893e-06   5.6018e-08
  1.2010e+03   6.9887e-06   5.6072e-08
  1.2020e+03   6.9880e-06   5.6127e-08
  1.2030e+03   6.9874e-06   5.6182e-08
  1.2040e+03   6.9867e-06   5.6237e-08
  1.2050e+03   6.9861e-06   5.6292e-08
  1.2060e+03   6.9854e-06   5.6347e-08
  1.2070e+03   6.9848e-06   5.6403e-08
  1.2080e+03   6.9842e-06   5.6458e-08
  1.2090e+03   6.9835e-06   5.6514e-08
  1.2100e+03   6.9829e-06   5.6570e-08
  1.2110e+03   6.9822e-06   5.6626e-08
  1.2120e+03   6.9816e-06   5.6682e-08
  1.2130e+03   6.9810e-06   5.6738e-08
  1.2140e+03   6.9803e-06   5.6795e-08
  1.2150e+03   6.9797e-06   5.6851e-08
  1.2160e+03   6.9791e-06   5.6908e-08
  1.2170e+03   6.9784e-06   5.6965e-08
  1.2180e+03   6.9778e-06   5.7022e-08
  1.2190e+03   6.9772e-06   5.7079e-08
  1.2200e+03   6.9765e-06   5.7136e-08
  1.2210e+03   6.9759e-06   5.7194e-08
  1.2220e+03   6.9753e-06   5.7251e-08
  1.2230e+03   6.9747e-06   5.7309e-08
  1.2240e+03   6.9740e-06   5.7367e-08
  1.2250e+03   6.9734e-06   5.7425e-08
  1.2260e+03   6.9728e-06   5.7483e-08
  1.2270e+03   6.9722e-06   5.7541e-08
  1.2280e+03   6.9715e-06   5.7600e-08
  1.2290e+03   6.9709e-06   5.7658e-08
  1.2300e+03   6.9703e-06   5.7717e-08
  1.2310e+03   6.9697e-06   5.7776e-08
  1.2320e+03   6.9691e-06   5.7835e-08
  1.2330e+03   6.9684e-06   5.7894e-08
  1.2340e+03   6.9678e-06   5.7953e-08
  1.2350e+03   6.9672e-06   5.8013e-08
  1.2360e+03   6.9666e-06   5.8072e-08
  1.2370e+03   6.9660e-06   5.8132e-08
  1.2380e+03   6.9654e-06   5.8192e-08
  1.2390e+03   6.9648e-06   5.8252e-08
  1.2400e+03   6.9641e-06   5.8312e-08
  1.2410e+03   6.9635e-06   5.8373e-08
  1.2420e+03   6.9629e-06   5.8433e-08
  1.2430e+03   6.9623e-06   5.8494e-08
  1.2440e+03   6.9617e-06   5.8554e-08
  1.2450e+03   6.9611e-06   5.8615e-08
  1.2460e+03   6.9605e-06   5.8676e-08
  1.2470e+03   6.9599e-06   5.8738e-08
  1.2480e+03   6.9593e-06   5.8799e-08
  1.2490e+03   6.9587e-06   5.8860e-08
  1.2500e+03   6.9581e-06   5.8922e-08
  1.2510e+03   6.9575e-06   5.8984e-08
  1.2520e+03   6.9569e-06   5.9046e-08
  1.2530e+03   6.9563e-06   5.9108e-08
  1.2540e+03   6.9557e-06   5.9170e-08
  1.2550e+03   6.9551e-06   5.9232e-08
  1.2560e+03   6.9545e-06   5.9295e-08
  1.2570e+03   6.9539e-06   5.9358e-08
  1.2580e+03   6.9533e-06   5.9420e-08
  1.2590e+03   6.9527e-06   5.9483e-08
  1.2600e+03   6.9521e-06   5.9547e-08
  1.2610e+03   6.9515e-06   5.9610e-08
  1.2620e+03   6.9510e-06   5.9673e-08
  1.2630e+03   6.9504e-06   5.9737e-08
  1.2640e+03   6.9498e-06   5.9801e-08
  1.2650e+03   6.9492e-06   5.9864e-08
  1.2660e+03   6.9486e-06   5.9928e-08
  1.2670e+03   6.9480e-06   5.9993e-08
  1.2680e+03   6.9474e-06   6.0057e-08
  1.2690e+03   6.9468e-06   6.0121e-08
  1.2700e+03   6.9463e-06   6.0186e-08
  1.2710e+03   6.9457e-06   6.0251e-08
  1.2720e+03   6.9451e-06   6.0316e-08
  1.2730e+03   6.9445e-06   6.0381e-08
  1.2740e+03   6.9439e-06   6.0446e-08
  1.2750e+03   6.9434e-06   6.0511e-08
  1.2760e+03   6.9428e-06   6.0577e-08
  1.2770e+03   6.9422e-06   6.0643e-08
  1.2780e+03   6.9416e-06   6.0709e-08
  1.2790e+03   6.9410e-06   6.0775e-08
  1.2800e+03   6.9405e-06   6.0841e-08
  1.2810e+03   6.9399e-06   6.0907e-08
  1.2820e+03   6.9393e-06   6.0973e-08
  1.2830e+03   6.9388e-06   6.1040e-08
  1.2840e+03   6.9382e-06   6.1107e-08
  1.2850e+03   6.9376e-06   6.1174e-08
  1.2860e+03   6.9370e-06   6.1241e-08
  1.2870e+03   6.9365e-06   6.1308e-08
  1.2880e+03   6.9359e-06   6.1375e-08
  1.2890e+03   6.9353e-06   6.1443e-08
  1.2900e+03   6.9348e-06   6.1511e-08
  1.2910e+03   6.9342e-06   6.1579e-08
  1.2920e+03   6.9336e-06   6.1647e-08
  1.2930e+03   6.9331e-06   6.1715e-08
  1.2940e+03   6.9325e-06   6.1783e-08
  1.2950e+03   6.9319e-06   6.1851e-08
  1.2960e+03   6.9314e-06   6.1920e-08
  1.2970e+03   6.9308e-06   6.1989e-08
  1.2980e+03   6.9302e-06   6.2058e-08
  1.2990e+03   6.9297e-06   6.2127e-08
  1.3000e+03   6.9291e-06   6.2196e-08
  1.3010e+03   6.9286e-06   6.2266e-08
  1.3020e+03   6.9280e-06   6.2335e-08
  1.3030e+03   6.9274e-06   6.2405e-08
  1.3040e+03   6.9269e-06   6.2475e-08
  1.3050e+03   6.9263e-06   6.2545e-08
  1.3060e+03   6.9258e-06   6.2615e-08
  1.3070e+03   6.9252e-06   6.2685e-08
  1.3080e+03   6.9247e-06   6.2756e-08
  1.3090e+03   6.9241e-06   6.2826e-08
  1.3100e+03   6.9236e-06   6.2897e-08
  1.3110e+03   6.9230e-06   6.2968e-08
  1.3120e+03   6.9225e-06   6.3039e-08
  1.3130e+03   6.9219e-06   6.3111e-08
  1.3140e+03   6.9214e-06   6.3182e-08
  1.3150e+03   6.9208e-06   6.3254e-08
  1.3160e+03   6.9203e-06   6.3326e-08
  1.3170e+03   6.9197e-06   6.3398e-08
  1.3180e+03   6.9192e-06   6.3470e-08
  1.3190e+03   6.9186e-06   6.3542e-08
  1.3200e+03   6.9181e-06   6.3614e-08
  1.3210e+03   6.9175e-06   6.3687e-08
  1.3220e+03   6.9170e-06   6.3760e-08
  1.3230e+03   6.9164e-06   6.3833e-08
  1.3240e+03   6.9159e-06   6.3906e-08
  1.3250e+03   6.9153e-06   6.3979e-08
  1.3260e+03   6.9148e-06   6.4052e-08
  1.3270e+03   6.9143e-06   6.4126e-08
  1.3280e+03   6.9137e-06   6.4200e-08
  1.3290e+03   6.9132e-06   6.4274e-08
  1.3300e+03   6.9126e-06   6.4348e-08
  1.3310e+03   6.9121e-06   6.4422e-08
  1.3320e+03   6.9116e-06   6.4496e-08
  1.3330e+03   6.9110e-06   6.4571e-08
  1.3340e+03   6.9105e-06   6.4645e-08
  1.3350e+03   6.9100e-06   6.4720e-08
  1.3360e+03   6.9094e-06   6.4795e-08
  1.3370e+03   6.9089e-06   6.4871e-08
  1.3380e+03   6.9083e-06   6.4946e-08
  1.3390e+03   6.9078e-06   6.5021e-08
  1.3400e+03   6.9073e-06   6.5097e-08
  1.3410e+03   6.9067e-06   6.5173e-08
  1.3420e+03   6.9062e-06   6.5249e-08
  1.3430e+03   6.9057e-06   6.5325e-08
  1.3440e+03   6.9052e-06   6.5402e-08
  1.3450e+03   6.9046e-06   6.5478e-08
  1.3460e+03   6.9041e-06   6.5555e-08
  1.3470e+03   6.9036e-06   6.5632e-08
  1.3480e+03   6.9030e-06   6.5709e-08
  1.3490e+03   6.9025e-06   6.5786e-08
  1.3500e+03   6.9020e-06   6.5863e-08
  1.3510e+03   6.9015e-06   6.5941e-08
  1.3520e+03   6.9009e-06   6.6018e-08
  1.3530e+03   6.9004e-06   6.6096e-08
  1.3540e+03   6.8999e-06   6.6174e-08
  1.3550e+03   6.8993e-06   6.6253e-08
  1.3560e+03   6.8988e-06   6.6331e-08
  1.3570e+03   6.8983e-06   6.6410e-08
  1.3580e+03   6.8978e-06   6.6488e-08
  1.3590e+03   6.8973e-06   6.6567e-08
  1.3600e+03   6.8967e-06   6.6646e-08
  1.3610e+03   6.8962e-06   6.6725e-08
  1.3620e+03   6.8957e-06   6.6805e-08
  1.3630e+03   6.8952e-06   6.6884e-08
  1.3640e+03   6.8947e-06   6.6964e-08
  1.3650e+03   6.8941e-06   6.7044e-08
  1.3660e+03   6.8936e-06   6.7124e-08
  1.3670e+03   6.8931e-06   6.7204e-08
  1.3680e+03   6.8926e-06   6.7285e-08
  1.3690e+03   6.8921e-06   6.7365e-08
  1.3700e+03   6.8915e-06   6.7446e-08
  1.3710e+03   6.8910e-06   6.7527e-08
  1.3720e+03   6.8905e-06   6.7608e-08
  1.3730e+03   6.8900e-06   6.7689e-08
  1.3740e+03   6.8895e-06   6.7771e-08
  1.3750e+03   6.8890e-06   6.7853e-08
  1.3760e+03   6.8885e-06   6.7934e-08
  1.3770e+03   6.8879e-06   6.8016e-08
  1.3780e+03   6.8874e-06   6.8099e-08
  1.3790e+03   6.8869e-06   6.8181e-08
  1.3800e+03   6.8864e-06   6.8263e-08
  1.3810e+03   6.8859e-06   6.8346e-08
  1.3820e+03   6.8854e-06   6.8429e-08
  1.3830e+03   6.8849e-06   6.8512e-08
  1.3840e+03   6.8844e-06   6.8595e-08
  1.3850e+03   6.8839e-06   6.8679e-08
  1.3860e+03   6.8834e-06   6.8762e-08
  1.3870e+03   6.8828e-06   6.8846e-08
  1.3880e+03   6.8823e-06   6.8930e-08
  1.3890e+03   6.8818e-06   6.9014e-08
  1.3900e+03   6.8813e-06   6.9098e-08
  1.3910e+03   6.8808e-06   6.9183e-08
  1.3920e+03   6.8803e-06   6.9267e-08
  1.3930e+03   6.8798e-06   6.9352e-08
  1.3940e+03   6.8793e-06   6.9437e-08
  1.3950e+03   6.8788e-06   6.9522e-08
  1.3960e+03   6.8783e-06   6.9608e-08
  1.3970e+03   6.8778e-06   6.9693e-08
  1.3980e+03   6.8773e-06   6.9779e-08
  1.3990e+03   6.8768e-06   6.9865e-08
  1.4000e+03   6.8763e-06   6.9951e-08
  1.4010e+03   6.8758e-06   7.0037e-08
  1.4020e+03   6.8753e-06   7.0124e-08
  1.4030e+03   6.8748e-06   7.0210e-08
  1.4040e+03   6.8743e-06   7.0297e-08
  1.4050e+03   6.8738e-06   7.0384e-08
  1.4060e+03   6.8733e-06   7.0471e-08
  1.4070e+03   6.8728e-06   7.0558e-08
  1.4080e+03   6.8723e-06   7.0646e-08
  1.4090e+03   6.8718e-06   7.0734e-08
  1.4100e+03   6.8713e-06   7.0822e-08
  1.4110e+03   6.8708e-06   7.0910e-08
  1.4120e+03   6.8703e-06   7.0998e-08
  1.4130e+03   6.8698e-06   7.1086e-08
  1.4140e+03   6.8693e-06   7.1175e-08
  1.4150e+03   6.8688e-06   7.1264e-08
  1.4160e+03   6.8683e-06   7.1353e-08
  1.4170e+03   6.8678e-06   7.1442e-08
  1.4180e+03   6.8673e-06   7.1531e-08
  1.4190e+03   6.8668e-06   7.1621e-08
  1.4200e+03   6.8664e-06   7.1711e-08
  1.4210e+03   6.8659e-06   7.1800e-08
  1.4220e+03   6.8654e-06   7.1891e-08
  1.4230e+03   6.8649e-06   7.1981e-08
  1.4240e+03   6.8644e-06   7.2071e-08
  1.4250e+03   6.8639e-06   7.2162e-08
  1.4260e+03   6.8634e-06   7.2253e-08
  1.4270e+03   6.8629e-06   7.2344e-08
  1.4280e+03   6.8624e-06   7.2435e-08
  1.4290e+03   6.8619e-06   7.2527e-08
  1.4300e+03   6.8615e-06   7.2618e-08
  1.4310e+03   6.8610e-06   7.2710e-08
  1.4320e+03   6.8605e-06   7.2802e-08
  1.4330e+03   6.8600e-06   7.2894e-08
  1.4340e+03   6.8595e-06   7.2987e-08
  1.4350e+03   6.8590e-06   7.3079e-08
  1.4360e+03   6.8585e-06   7.3172e-08
  1.4370e+03   6.8580e-06   7.3265e-08
  1.4380e+03   6.8576e-06   7.3358e-08
  1.4390e+03   6.8571e-06   7.3451e-08
  1.4400e+03   6.8566e-06   7.3545e-08
  1.4410e+03   6.8561e-06   7.3639e-08
  1.4420e+03   6.8556e-06   7.3732e-08
  1.4430e+03   6.8551e-06   7.3827e-08
  1.4440e+03   6.8547e-06   7.3921e-08
  1.4450e+03   6.8542e-06   7.4015e-08
  1.4460e+03   6.8537e-06   7.4110e-08
  1.4470e+03   6.8532e-06   7.4205e-08
  1.4480e+03   6.8527e-06   7.4300e-08
  1.4490e+03   6.8522e-06   7.4395e-08
  1.4500e+03   6.8518e-06   7.4491e-08
  1.4510e+03   6.8513e-06   7.4586e-08
  1.4520e+03   6.8508e-06   7.4682e-08
  1.4530e+03   6.8503e-06   7.4778e-08
  1.4540e+03   6.8498e-06   7.4874e-08
  1.4550e+03   6.8494e-06   7.4971e-08
  1.4560e+03   6.8489e-06   7.5068e-08
  1.4570e+03   6.8484e-06   7.5164e-08
  1.4580e+03   6.8479e-06   7.5261e-08
  1.4590e+03   6.8474e-06   7.5359e-08
  1.4600e+03   6.8470e-06   7.5456e-08
  1.4610e+03   6.8465e-06   7.5554e-08
  1.4620e+03   6.8460e-06   7.5651e-08
  1.4630e+03   6.8455e-06   7.5749e-08
  1.4640e+03   6.8451e-06   7.5848e-08
  1.4650e+03   6.8446e-06   7.5946e-08
  1.4660e+03   6.8441e-06   7.6045e-08
  1.4670e+03   6.8436e-06   7.6144e-08
  1.4680e+03   6.8432e-06   7.6243e-08
  1.4690e+03   6.8427e-06   7.6342e-08
  1.4700e+03   6.8422e-06   7.6441e-08
  1.4710e+03   6.8417e-06   7.6541e-08
  1.4720e+03   6.8413e-06   7.6641e-08
  1.4730e+03   6.8408e-06   7.6741e-08
  1.4740e+03   6.8403e-06   7.6841e-08
  1.4750e+03   6.8398e-06   7.6941e-08
  1.4760e+03   6.8394e-06   7.7042e-08
  1.4770e+03   6.8389e-06   7.7143e-08
  1.4780e+03   6.8384e-06   7.7244e-08
  1.4790e+03   6.8380e-06   7.7345e-08
  1.4800e+03   6.8375e-06   7.7447e-08
  1.4810e+03   6.8370e-06   7.7548e-08
  1.4820e+03   6.8365e-06   7.7650e-08
  1.4830e+03   6.8361e-06   7.7752e-08
  1.4840e+03   6.8356e-06   7.7854e-08
  1.4850e+03   6.8351e-06   7.7957e-08
  1.4860e+03   6.8347e-06   7.8060e-08
  1.4870e+03   6.8342e-06   7.8162e-08
  1.4880e+03   6.8337e-06   7.8266e-08
  1.4890e+03   6.8333e-06   7.8369e-08
  1.4900e+03   6.8328e-06   7.8472e-08
  1.4910e+03   6.8323e-06   7.8576e-08
  1.4920e+03   6.8319e-06   7.8680e-08
  1.4930e+03   6.8314e-06   7.8784e-08
  1.4940e+03   6.8309e-06   7.8889e-08
  1.4950e+03   6.8305e-06   7.8993e-08
  1.4960e+03   6.8300e-06   7.9098e-08
  1.4970e+03   6.8295e-06   7.9203e-08
  1.4980e+03   6.8291e-06   7.9308e-08
  1.4990e+03   6.8286e-06   7.9413e-08
  1.5000e+03   6.8281e-06   7.9519e-08
