# Smooth curve fit to spectrum data.
#        ell        C_l_a        C_l_x
  5.5400e+02   8.1420e-06   5.2003e-08
  5.5500e+02   8.1373e-06   5.1933e-08
  5.5600e+02   8.1326e-06   5.1864e-08
  5.5700e+02   8.1279e-06   5.1795e-08
  5.5800e+02   8.1233e-06   5.1727e-08
  5.5900e+02   8.1187e-06   5.1659e-08
  5.6000e+02   8.1141e-06   5.1592e-08
  5.6100e+02   8.1095e-06   5.1525e-08
  5.6200e+02   8.1049e-06   5.1459e-08
  5.6300e+02   8.1004e-06   5.1393e-08
  5.6400e+02   8.0959e-06   5.1328e-08
  5.6500e+02   8.0914e-06   5.1263e-08
  5.6600e+02   8.0869e-06   5.1198e-08
  5.6700e+02   8.0824e-06   5.1134e-08
  5.6800e+02   8.0780e-06   5.1071e-08
  5.6900e+02   8.0736e-06   5.1008e-08
  5.7000e+02   8.0692e-06   5.0945e-08
  5.7100e+02   8.0648e-06   5.0883e-08
  5.7200e+02   8.0604e-06   5.0821e-08
  5.7300e+02   8.0561e-06   5.0760e-08
  5.7400e+02   8.0518e-06   5.0699e-08
  5.7500e+02   8.0475e-06   5.0639e-08
  5.7600e+02   8.0432e-06   5.0579e-08
  5.7700e+02   8.0389e-06   5.0519e-08
  5.7800e+02   8.0347e-06   5.0460e-08
  5.7900e+02   8.0305e-06   5.0401e-08
  5.8000e+02   8.0262e-06   5.0343e-08
  5.8100e+02   8.0221e-06   5.0285e-08
  5.8200e+02   8.0179e-06   5.0228e-08
  5.8300e+02   8.0137e-06   5.0171e-08
  5.8400e+02   8.0096e-06   5.0114e-08
  5.8500e+02   8.0055e-06   5.0058e-08
  5.8600e+02   8.0014e-06   5.0002e-08
  5.8700e+02   7.9973e-06   4.9947e-08
  5.8800e+02   7.9933e-06   4.9892e-08
  5.8900e+02   7.9892e-06   4.9837e-08
  5.9000e+02   7.9852e-06   4.9783e-08
  5.9100e+02   7.9812e-06   4.9729e-08
  5.9200e+02   7.9772e-06   4.9676e-08
  5.9300e+02   7.9732e-06   4.9623e-08
  5.9400e+02   7.9693e-06   4.9570e-08
  5.9500e+02   7.9653e-06   4.9518e-08
  5.9600e+02   7.9614e-06   4.9466e-08
  5.9700e+02   7.9575e-06   4.9415e-08
  5.9800e+02   7.9536e-06   4.9364e-08
  5.9900e+02   7.9498e-06   4.9313e-08
  6.0000e+02   7.9459e-06   4.9263e-08
  6.0100e+02   7.9421e-06   4.9213e-08
  6.0200e+02   7.9383e-06   4.9164e-08
  6.0300e+02   7.9345e-06   4.9115e-08
  6.0400e+02   7.9307e-06   4.9066e-08
  6.0500e+02   7.9269e-06   4.9018e-08
  6.0600e+02   7.9232e-06   4.8970e-08
  6.0700e+02   7.9194e-06   4.8922e-08
  6.0800e+02   7.9157e-06   4.8875e-08
  6.0900e+02   7.9120e-06   4.8828e-08
  6.1000e+02   7.9083e-06   4.8781e-08
  6.1100e+02   7.9046e-06   4.8735e-08
  6.1200e+02   7.9010e-06   4.8689e-08
  6.1300e+02   7.8973e-06   4.8644e-08
  6.1400e+02   7.8937e-06   4.8598e-08
  6.1500e+02   7.8901e-06   4.8554e-08
  6.1600e+02   7.8865e-06   4.8509e-08
  6.1700e+02   7.8829e-06   4.8465e-08
  6.1800e+02   7.8793e-06   4.8421e-08
  6.1900e+02   7.8758e-06   4.8378e-08
  6.2000e+02   7.8723e-06   4.8335e-08
  6.2100e+02   7.8687e-06   4.8292e-08
  6.2200e+02   7.8652e-06   4.8250e-08
  6.2300e+02   7.8617e-06   4.8208e-08
  6.2400e+02   7.8583e-06   4.8166e-08
  6.2500e+02   7.8548e-06   4.8125e-08
  6.2600e+02   7.8514e-06   4.8084e-08
  6.2700e+02   7.8479e-06   4.8043e-08
  6.2800e+02   7.8445e-06   4.8003e-08
  6.2900e+02   7.8411e-06   4.7963e-08
  6.3000e+02   7.8377e-06   4.7923e-08
  6.3100e+02   7.8343e-06   4.7883e-08
  6.3200e+02   7.8310e-06   4.7844e-08
  6.3300e+02   7.8276e-06   4.7805e-08
  6.3400e+02   7.8243e-06   4.7767e-08
  6.3500e+02   7.8210e-06   4.7729e-08
  6.3600e+02   7.8177e-06   4.7691e-08
  6.3700e+02   7.8144e-06   4.7654e-08
  6.3800e+02   7.8111e-06   4.7616e-08
  6.3900e+02   7.8078e-06   4.7579e-08
  6.4000e+02   7.8046e-06   4.7543e-08
  6.4100e+02   7.8013e-06   4.7507e-08
  6.4200e+02   7.7981e-06   4.7471e-08
  6.4300e+02   7.7949e-06   4.7435e-08
  6.4400e+02   7.7917e-06   4.7400e-08
  6.4500e+02   7.7885e-06   4.7365e-08
  6.4600e+02   7.7853e-06   4.7330e-08
  6.4700e+02   7.7822e-06   4.7295e-08
  6.4800e+02   7.7790e-06   4.7261e-08
  6.4900e+02   7.7759e-06   4.7227e-08
  6.5000e+02   7.7727e-06   4.7194e-08
  6.5100e+02   7.7696e-06   4.7161e-08
  6.5200e+02   7.7665e-06   4.7128e-08
  6.5300e+02   7.7635e-06   4.7095e-08
  6.5400e+02   7.7604e-06   4.7062e-08
  6.5500e+02   7.7573e-06   4.7030e-08
  6.5600e+02   7.7543e-06   4.6999e-08
  6.5700e+02   7.7512e-06   4.6967e-08
  6.5800e+02   7.7482e-06   4.6936e-08
  6.5900e+02   7.7452e-06   4.6905e-08
  6.6000e+02   7.7422e-06   4.6874e-08
  6.6100e+02   7.7392e-06   4.6844e-08
  6.6200e+02   7.7362e-06   4.6814e-08
  6.6300e+02   7.7333e-06   4.6784e-08
  6.6400e+02   7.7303e-06   4.6754e-08
  6.6500e+02   7.7274e-06   4.6725e-08
  6.6600e+02   7.7244e-06   4.6696e-08
  6.6700e+02   7.7215e-06   4.6667e-08
  6.6800e+02   7.7186e-06   4.6638e-08
  6.6900e+02   7.7157e-06   4.6610e-08
  6.7000e+02   7.7128e-06   4.6582e-08
  6.7100e+02   7.7100e-06   4.6555e-08
  6.7200e+02   7.7071e-06   4.6527e-08
  6.7300e+02   7.7043e-06   4.6500e-08
  6.7400e+02   7.7014e-06   4.6473e-08
  6.7500e+02   7.6986e-06   4.6447e-08
  6.7600e+02   7.6958e-06   4.6420e-08
  6.7700e+02   7.6930e-06   4.6394e-08
  6.7800e+02   7.6902e-06   4.6368e-08
  6.7900e+02   7.6874e-06   4.6343e-08
  6.8000e+02   7.6846e-06   4.6317e-08
  6.8100e+02   7.6819e-06   4.6292e-08
  6.8200e+02   7.6791e-06   4.6267e-08
  6.8300e+02   7.6764e-06   4.6243e-08
  6.8400e+02   7.6736e-06   4.6218e-08
  6.8500e+02   7.6709e-06   4.6194e-08
  6.8600e+02   7.6682e-06   4.6171e-08
  6.8700e+02   7.6655e-06   4.6147e-08
  6.8800e+02   7.6628e-06   4.6124e-08
  6.8900e+02   7.6601e-06   4.6101e-08
  6.9000e+02   7.6575e-06   4.6078e-08
  6.9100e+02   7.6548e-06   4.6055e-08
  6.9200e+02   7.6522e-06   4.6033e-08
  6.9300e+02   7.6495e-06   4.6011e-08
  6.9400e+02   7.6469e-06   4.5989e-08
  6.9500e+02   7.6443e-06   4.5967e-08
  6.9600e+02   7.6417e-06   4.5946e-08
  6.9700e+02   7.6391e-06   4.5925e-08
  6.9800e+02   7.6365e-06   4.5904e-08
  6.9900e+02   7.6339e-06   4.5883e-08
  7.0000e+02   7.6314e-06   4.5863e-08
  7.0100e+02   7.6288e-06   4.5843e-08
  7.0200e+02   7.6263e-06   4.5823e-08
  7.0300e+02   7.6237e-06   4.5803e-08
  7.0400e+02   7.6212e-06   4.5784e-08
  7.0500e+02   7.6187e-06   4.5764e-08
  7.0600e+02   7.6162e-06   4.5745e-08
  7.0700e+02   7.6137e-06   4.5727e-08
  7.0800e+02   7.6112e-06   4.5708e-08
  7.0900e+02   7.6087e-06   4.5690e-08
  7.1000e+02   7.6062e-06   4.5672e-08
  7.1100e+02   7.6038e-06   4.5654e-08
  7.1200e+02   7.6013e-06   4.5636e-08
  7.1300e+02   7.5989e-06   4.5619e-08
  7.1400e+02   7.5964e-06   4.5602e-08
  7.1500e+02   7.5940e-06   4.5585e-08
  7.1600e+02   7.5916e-06   4.5568e-08
  7.1700e+02   7.5892e-06   4.5551e-08
  7.1800e+02   7.5868e-06   4.5535e-08
  7.1900e+02   7.5844e-06   4.5519e-08
  7.2000e+02   7.5820e-06   4.5503e-08
  7.2100e+02   7.5796e-06   4.5487e-08
  7.2200e+02   7.5773e-06   4.5472e-08
  7.2300e+02   7.5749e-06   4.5457e-08
  7.2400e+02   7.5726e-06   4.5442e-08
  7.2500e+02   7.5702e-06   4.5427e-08
  7.2600e+02   7.5679e-06   4.5412e-08
  7.2700e+02   7.5656e-06   4.5398e-08
  7.2800e+02   7.5633e-06   4.5384e-08
  7.2900e+02   7.5610e-06   4.5370e-08
  7.3000e+02   7.5587e-06   4.5356e-08
  7.3100e+02   7.5564e-06   4.5343e-08
  7.3200e+02   7.5541e-06   4.5330e-08
  7.3300e+02   7.5518e-06   4.5316e-08
  7.3400e+02   7.5496e-06   4.5304e-08
  7.3500e+02   7.5473e-06   4.5291e-08
  7.3600e+02   7.5451e-06   4.5278e-08
  7.3700e+02   7.5428e-06   4.5266e-08
  7.3800e+02   7.5406e-06   4.5254e-08
  7.3900e+02   7.5384e-06   4.5242e-08
  7.4000e+02   7.5362e-06   4.5231e-08
  7.4100e+02   7.5340e-06   4.5219e-08
  7.4200e+02   7.5318e-06   4.5208e-08
  7.4300e+02   7.5296e-06   4.5197e-08
  7.4400e+02   7.5274e-06   4.5186e-08
  7.4500e+02   7.5252e-06   4.5175e-08
  7.4600e+02   7.5231e-06   4.5165e-08
  7.4700e+02   7.5209e-06   4.5155e-08
  7.4800e+02   7.5187e-06   4.5145e-08
  7.4900e+02   7.5166e-06   4.5135e-08
  7.5000e+02   7.5145e-06   4.5125e-08
  7.5100e+02   7.5123e-06   4.5116e-08
  7.5200e+02   7.5102e-06   4.5106e-08
  7.5300e+02   7.5081e-06   4.5097e-08
  7.5400e+02   7.5060e-06   4.5089e-08
  7.5500e+02   7.5039e-06   4.5080e-08
  7.5600e+02   7.5018e-06   4.5071e-08
  7.5700e+02   7.4997e-06   4.5063e-08
  7.5800e+02   7.4977e-06   4.5055e-08
  7.5900e+02   7.4956e-06   4.5047e-08
  7.6000e+02   7.4935e-06   4.5039e-08
  7.6100e+02   7.4915e-06   4.5032e-08
  7.6200e+02   7.4894e-06   4.5025e-08
  7.6300e+02   7.4874e-06   4.5017e-08
  7.6400e+02   7.4854e-06   4.5011e-08
  7.6500e+02   7.4833e-06   4.5004e-08
  7.6600e+02   7.4813e-06   4.4997e-08
  7.6700e+02   7.4793e-06   4.4991e-08
  7.6800e+02   7.4773e-06   4.4985e-08
  7.6900e+02   7.4753e-06   4.4979e-08
  7.7000e+02   7.4733e-06   4.4973e-08
  7.7100e+02   7.4713e-06   4.4967e-08
  7.7200e+02   7.4694e-06   4.4962e-08
  7.7300e+02   7.4674e-06   4.4956e-08
  7.7400e+02   7.4654e-06   4.4951e-08
  7.7500e+02   7.4635e-06   4.4946e-08
  7.7600e+02   7.4615e-06   4.4942e-08
  7.7700e+02   7.4596e-06   4.4937e-08
  7.7800e+02   7.4576e-06   4.4933e-08
  7.7900e+02   7.4557e-06   4.4929e-08
  7.8000e+02   7.4538e-06   4.4925e-08
  7.8100e+02   7.4519e-06   4.4921e-08
  7.8200e+02   7.4500e-06   4.4917e-08
  7.8300e+02   7.4481e-06   4.4914e-08
  7.8400e+02   7.4462e-06   4.4910e-08
  7.8500e+02   7.4443e-06   4.4907e-08
  7.8600e+02   7.4424e-06   4.4904e-08
  7.8700e+02   7.4405e-06   4.4901e-08
  7.8800e+02   7.4386e-06   4.4899e-08
  7.8900e+02   7.4368e-06   4.4896e-08
  7.9000e+02   7.4349e-06   4.4894e-08
  7.9100e+02   7.4331e-06   4.4892e-08
  7.9200e+02   7.4312e-06   4.4890e-08
  7.9300e+02   7.4294e-06   4.4889e-08
  7.9400e+02   7.4276e-06   4.4887e-08
  7.9500e+02   7.4257e-06   4.4886e-08
  7.9600e+02   7.4239e-06   4.4884e-08
  7.9700e+02   7.4221e-06   4.4883e-08
  7.9800e+02   7.4203e-06   4.4883e-08
  7.9900e+02   7.4185e-06   4.4882e-08
  8.0000e+02   7.4167e-06   4.4881e-08
  8.0100e+02   7.4149e-06   4.4881e-08
  8.0200e+02   7.4131e-06   4.4881e-08
  8.0300e+02   7.4113e-06   4.4881e-08
  8.0400e+02   7.4096e-06   4.4881e-08
  8.0500e+02   7.4078e-06   4.4881e-08
  8.0600e+02   7.4060e-06   4.4882e-08
  8.0700e+02   7.4043e-06   4.4882e-08
  8.0800e+02   7.4025e-06   4.4883e-08
  8.0900e+02   7.4008e-06   4.4884e-08
  8.1000e+02   7.3991e-06   4.4885e-08
  8.1100e+02   7.3973e-06   4.4887e-08
  8.1200e+02   7.3956e-06   4.4888e-08
  8.1300e+02   7.3939e-06   4.4890e-08
  8.1400e+02   7.3922e-06   4.4892e-08
  8.1500e+02   7.3905e-06   4.4894e-08
  8.1600e+02   7.3888e-06   4.4896e-08
  8.1700e+02   7.3871e-06   4.4898e-08
  8.1800e+02   7.3854e-06   4.4901e-08
  8.1900e+02   7.3837e-06   4.4903e-08
  8.2000e+02   7.3820e-06   4.4906e-08
  8.2100e+02   7.3803e-06   4.4909e-08
  8.2200e+02   7.3787e-06   4.4912e-08
  8.2300e+02   7.3770e-06   4.4916e-08
  8.2400e+02   7.3753e-06   4.4919e-08
  8.2500e+02   7.3737e-06   4.4923e-08
  8.2600e+02   7.3720e-06   4.4926e-08
  8.2700e+02   7.3704e-06   4.4930e-08
  8.2800e+02   7.3687e-06   4.4934e-08
  8.2900e+02   7.3671e-06   4.4939e-08
  8.3000e+02   7.3655e-06   4.4943e-08
  8.3100e+02   7.3639e-06   4.4948e-08
  8.3200e+02   7.3622e-06   4.4952e-08
  8.3300e+02   7.3606e-06   4.4957e-08
  8.3400e+02   7.3590e-06   4.4962e-08
  8.3500e+02   7.3574e-06   4.4967e-08
  8.3600e+02   7.3558e-06   4.4973e-08
  8.3700e+02   7.3542e-06   4.4978e-08
  8.3800e+02   7.3527e-06   4.4984e-08
  8.3900e+02   7.3511e-06   4.4990e-08
  8.4000e+02   7.3495e-06   4.4996e-08
  8.4100e+02   7.3479e-06   4.5002e-08
  8.4200e+02   7.3464e-06   4.5008e-08
  8.4300e+02   7.3448e-06   4.5014e-08
  8.4400e+02   7.3432e-06   4.5021e-08
  8.4500e+02   7.3417e-06   4.5028e-08
  8.4600e+02   7.3402e-06   4.5035e-08
  8.4700e+02   7.3386e-06   4.5042e-08
  8.4800e+02   7.3371e-06   4.5049e-08
  8.4900e+02   7.3355e-06   4.5056e-08
  8.5000e+02   7.3340e-06   4.5064e-08
  8.5100e+02   7.3325e-06   4.5071e-08
  8.5200e+02   7.3310e-06   4.5079e-08
  8.5300e+02   7.3295e-06   4.5087e-08
  8.5400e+02   7.3280e-06   4.5095e-08
  8.5500e+02   7.3265e-06   4.5104e-08
  8.5600e+02   7.3250e-06   4.5112e-08
  8.5700e+02   7.3235e-06   4.5121e-08
  8.5800e+02   7.3220e-06   4.5129e-08
  8.5900e+02   7.3205e-06   4.5138e-08
  8.6000e+02   7.3190e-06   4.5147e-08
  8.6100e+02   7.3175e-06   4.5156e-08
  8.6200e+02   7.3161e-06   4.5166e-08
  8.6300e+02   7.3146e-06   4.5175e-08
  8.6400e+02   7.3131e-06   4.5185e-08
  8.6500e+02   7.3117e-06   4.5194e-08
  8.6600e+02   7.3102e-06   4.5204e-08
  8.6700e+02   7.3088e-06   4.5214e-08
  8.6800e+02   7.3073e-06   4.5224e-08
  8.6900e+02   7.3059e-06   4.5235e-08
  8.7000e+02   7.3045e-06   4.5245e-08
  8.7100e+02   7.3030e-06   4.5256e-08
  8.7200e+02   7.3016e-06   4.5267e-08
  8.7300e+02   7.3002e-06   4.5278e-08
  8.7400e+02   7.2988e-06   4.5289e-08
  8.7500e+02   7.2974e-06   4.5300e-08
  8.7600e+02   7.2959e-06   4.5311e-08
  8.7700e+02   7.2945e-06   4.5323e-08
  8.7800e+02   7.2931e-06   4.5334e-08
  8.7900e+02   7.2917e-06   4.5346e-08
  8.8000e+02   7.2904e-06   4.5358e-08
  8.8100e+02   7.2890e-06   4.5370e-08
  8.8200e+02   7.2876e-06   4.5382e-08
  8.8300e+02   7.2862e-06   4.5395e-08
  8.8400e+02   7.2848e-06   4.5407e-08
  8.8500e+02   7.2835e-06   4.5420e-08
  8.8600e+02   7.2821e-06   4.5433e-08
  8.8700e+02   7.2807e-06   4.5446e-08
  8.8800e+02   7.2794e-06   4.5459e-08
  8.8900e+02   7.2780e-06   4.5472e-08
  8.9000e+02   7.2767e-06   4.5485e-08
  8.9100e+02   7.2753e-06   4.5499e-08
  8.9200e+02   7.2740e-06   4.5512e-08
  8.9300e+02   7.2726e-06   4.5526e-08
  8.9400e+02   7.2713e-06   4.5540e-08
  8.9500e+02   7.2700e-06   4.5554e-08
  8.9600e+02   7.2686e-06   4.5568e-08
  8.9700e+02   7.2673e-06   4.5583e-08
  8.9800e+02   7.2660e-06   4.5597e-08
  8.9900e+02   7.2647e-06   4.5612e-08
  9.0000e+02   7.2634e-06   4.5627e-08
  9.0100e+02   7.2621e-06   4.5642e-08
  9.0200e+02   7.2608e-06   4.5657e-08
  9.0300e+02   7.2595e-06   4.5672e-08
  9.0400e+02   7.2582e-06   4.5687e-08
  9.0500e+02   7.2569e-06   4.5703e-08
  9.0600e+02   7.2556e-06   4.5718e-08
  9.0700e+02   7.2543e-06   4.5734e-08
  9.0800e+02   7.2530e-06   4.5750e-08
  9.0900e+02   7.2518e-06   4.5766e-08
  9.1000e+02   7.2505e-06   4.5782e-08
  9.1100e+02   7.2492e-06   4.5798e-08
  9.1200e+02   7.2479e-06   4.5815e-08
  9.1300e+02   7.2467e-06   4.5831e-08
  9.1400e+02   7.2454e-06   4.5848e-08
  9.1500e+02   7.2442e-06   4.5865e-08
  9.1600e+02   7.2429e-06   4.5882e-08
  9.1700e+02   7.2417e-06   4.5899e-08
  9.1800e+02   7.2404e-06   4.5916e-08
  9.1900e+02   7.2392e-06   4.5934e-08
  9.2000e+02   7.2379e-06   4.5951e-08
  9.2100e+02   7.2367e-06   4.5969e-08
  9.2200e+02   7.2355e-06   4.5987e-08
  9.2300e+02   7.2343e-06   4.6005e-08
  9.2400e+02   7.2330e-06   4.6023e-08
  9.2500e+02   7.2318e-06   4.6041e-08
  9.2600e+02   7.2306e-06   4.6059e-08
  9.2700e+02   7.2294e-06   4.6078e-08
  9.2800e+02   7.2282e-06   4.6096e-08
  9.2900e+02   7.2270e-06   4.6115e-08
  9.3000e+02   7.2258e-06   4.6134e-08
  9.3100e+02   7.2246e-06   4.6153e-08
  9.3200e+02   7.2234e-06   4.6172e-08
  9.3300e+02   7.2222e-06   4.6191e-08
  9.3400e+02   7.2210e-06   4.6211e-08
  9.3500e+02   7.2198e-06   4.6230e-08
  9.3600e+02   7.2186e-06   4.6250e-08
  9.3700e+02   7.2174e-06   4.6270e-08
  9.3800e+02   7.2163e-06   4.6290e-08
  9.3900e+02   7.2151e-06   4.6310e-08
  9.4000e+02   7.2139e-06   4.6330e-08
  9.4100e+02   7.2128e-06   4.6351e-08
  9.4200e+02   7.2116e-06   4.6371e-08
  9.4300e+02   7.2104e-06   4.6392e-08
  9.4400e+02   7.2093e-06   4.6413e-08
  9.4500e+02   7.2081e-06   4.6434e-08
  9.4600e+02   7.2070e-06   4.6455e-08
  9.4700e+02   7.2058e-06   4.6476e-08
  9.4800e+02   7.2047e-06   4.6497e-08
  9.4900e+02   7.2036e-06   4.6518e-08
  9.5000e+02   7.2024e-06   4.6540e-08
  9.5100e+02   7.2013e-06   4.6562e-08
  9.5200e+02   7.2002e-06   4.6584e-08
  9.5300e+02   7.1990e-06   4.6606e-08
  9.5400e+02   7.1979e-06   4.6628e-08
  9.5500e+02   7.1968e-06   4.6650e-08
  9.5600e+02   7.1957e-06   4.6672e-08
  9.5700e+02   7.1945e-06   4.6695e-08
  9.5800e+02   7.1934e-06   4.6717e-08
  9.5900e+02   7.1923e-06   4.6740e-08
  9.6000e+02   7.1912e-06   4.6763e-08
  9.6100e+02   7.1901e-06   4.6786e-08
  9.6200e+02   7.1890e-06   4.6809e-08
  9.6300e+02   7.1879e-06   4.6832e-08
  9.6400e+02   7.1868e-06   4.6856e-08
  9.6500e+02   7.1857e-06   4.6879e-08
  9.6600e+02   7.1846e-06   4.6903e-08
  9.6700e+02   7.1836e-06   4.6927e-08
  9.6800e+02   7.1825e-06   4.6951e-08
  9.6900e+02   7.1814e-06   4.6975e-08
  9.7000e+02   7.1803e-06   4.6999e-08
  9.7100e+02   7.1792e-06   4.7023e-08
  9.7200e+02   7.1782e-06   4.7048e-08
  9.7300e+02   7.1771e-06   4.7073e-08
  9.7400e+02   7.1760e-06   4.7097e-08
  9.7500e+02   7.1750e-06   4.7122e-08
  9.7600e+02   7.1739e-06   4.7147e-08
  9.7700e+02   7.1728e-06   4.7172e-08
  9.7800e+02   7.1718e-06   4.7197e-08
  9.7900e+02   7.1707e-06   4.7223e-08
  9.8000e+02   7.1697e-06   4.7248e-08
  9.8100e+02   7.1686e-06   4.7274e-08
  9.8200e+02   7.1676e-06   4.7300e-08
  9.8300e+02   7.1666e-06   4.7326e-08
  9.8400e+02   7.1655e-06   4.7352e-08
  9.8500e+02   7.1645e-06   4.7378e-08
  9.8600e+02   7.1635e-06   4.7404e-08
  9.8700e+02   7.1624e-06   4.7431e-08
  9.8800e+02   7.1614e-06   4.7457e-08
  9.8900e+02   7.1604e-06   4.7484e-08
  9.9000e+02   7.1593e-06   4.7511e-08
  9.9100e+02   7.1583e-06   4.7538e-08
  9.9200e+02   7.1573e-06   4.7565e-08
  9.9300e+02   7.1563e-06   4.7592e-08
  9.9400e+02   7.1553e-06   4.7619e-08
  9.9500e+02   7.1543e-06   4.7647e-08
  9.9600e+02   7.1533e-06   4.7674e-08
  9.9700e+02   7.1523e-06   4.7702e-08
  9.9800e+02   7.1513e-06   4.7730e-08
  9.9900e+02   7.1503e-06   4.7758e-08
  1.0000e+03   7.1493e-06   4.7786e-08
  1.0010e+03   7.1483e-06   4.7814e-08
  1.0020e+03   7.1473e-06   4.7842e-08
  1.0030e+03   7.1463e-06   4.7871e-08
  1.0040e+03   7.1453e-06   4.7900e-08
  1.0050e+03   7.1443e-06   4.7928e-08
  1.0060e+03   7.1433e-06   4.7957e-08
  1.0070e+03   7.1424e-06   4.7986e-08
  1.0080e+03   7.1414e-06   4.8015e-08
  1.0090e+03   7.1404e-06   4.8045e-08
  1.0100e+03   7.1394e-06   4.8074e-08
  1.0110e+03   7.1385e-06   4.8103e-08
  1.0120e+03   7.1375e-06   4.8133e-08
  1.0130e+03   7.1365e-06   4.8163e-08
  1.0140e+03   7.1356e-06   4.8193e-08
  1.0150e+03   7.1346e-06   4.8223e-08
  1.0160e+03   7.1337e-06   4.8253e-08
  1.0170e+03   7.1327e-06   4.8283e-08
  1.0180e+03   7.1318e-06   4.8314e-08
  1.0190e+03   7.1308e-06   4.8344e-08
  1.0200e+03   7.1299e-06   4.8375e-08
  1.0210e+03   7.1289e-06   4.8406e-08
  1.0220e+03   7.1280e-06   4.8437e-08
  1.0230e+03   7.1270e-06   4.8468e-08
  1.0240e+03   7.1261e-06   4.8499e-08
  1.0250e+03   7.1251e-06   4.8530e-08
  1.0260e+03   7.1242e-06   4.8562e-08
  1.0270e+03   7.1233e-06   4.8593e-08
  1.0280e+03   7.1224e-06   4.8625e-08
  1.0290e+03   7.1214e-06   4.8657e-08
  1.0300e+03   7.1205e-06   4.8689e-08
  1.0310e+03   7.1196e-06   4.8721e-08
  1.0320e+03   7.1187e-06   4.8753e-08
  1.0330e+03   7.1177e-06   4.8785e-08
  1.0340e+03   7.1168e-06   4.8818e-08
  1.0350e+03   7.1159e-06   4.8851e-08
  1.0360e+03   7.1150e-06   4.8883e-08
  1.0370e+03   7.1141e-06   4.8916e-08
  1.0380e+03   7.1132e-06   4.8949e-08
  1.0390e+03   7.1123e-06   4.8982e-08
  1.0400e+03   7.1114e-06   4.9016e-08
  1.0410e+03   7.1105e-06   4.9049e-08
  1.0420e+03   7.1096e-06   4.9082e-08
  1.0430e+03   7.1087e-06   4.9116e-08
  1.0440e+03   7.1078e-06   4.9150e-08
  1.0450e+03   7.1069e-06   4.9184e-08
  1.0460e+03   7.1060e-06   4.9218e-08
  1.0470e+03   7.1051e-06   4.9252e-08
  1.0480e+03   7.1042e-06   4.9286e-08
  1.0490e+03   7.1033e-06   4.9321e-08
  1.0500e+03   7.1025e-06   4.9355e-08
  1.0510e+03   7.1016e-06   4.9390e-08
  1.0520e+03   7.1007e-06   4.9425e-08
  1.0530e+03   7.0998e-06   4.9459e-08
  1.0540e+03   7.0989e-06   4.9495e-08
  1.0550e+03   7.0981e-06   4.9530e-08
  1.0560e+03   7.0972e-06   4.9565e-08
  1.0570e+03   7.0963e-06   4.9600e-08
  1.0580e+03   7.0955e-06   4.9636e-08
  1.0590e+03   7.0946e-06   4.9672e-08
  1.0600e+03   7.0937e-06   4.9708e-08
  1.0610e+03   7.0929e-06   4.9743e-08
  1.0620e+03   7.0920e-06   4.9780e-08
  1.0630e+03   7.0912e-06   4.9816e-08
  1.0640e+03   7.0903e-06   4.9852e-08
  1.0650e+03   7.0895e-06   4.9889e-08
  1.0660e+03   7.0886e-06   4.9925e-08
  1.0670e+03   7.0878e-06   4.9962e-08
  1.0680e+03   7.0869e-06   4.9999e-08
  1.0690e+03   7.0861e-06   5.0036e-08
  1.0700e+03   7.0852e-06   5.0073e-08
  1.0710e+03   7.0844e-06   5.0110e-08
  1.0720e+03   7.0836e-06   5.0147e-08
  1.0730e+03   7.0827e-06   5.0185e-08
  1.0740e+03   7.0819e-06   5.0223e-08
  1.0750e+03   7.0810e-06   5.0260e-08
  1.0760e+03   7.0802e-06   5.0298e-08
  1.0770e+03   7.0794e-06   5.0336e-08
  1.0780e+03   7.0786e-06   5.0374e-08
  1.0790e+03   7.0777e-06   5.0413e-08
  1.0800e+03   7.0769e-06   5.0451e-08
  1.0810e+03   7.0761e-06   5.0490e-08
  1.0820e+03   7.0753e-06   5.0528e-08
  1.0830e+03   7.0745e-06   5.0567e-08
  1.0840e+03   7.0736e-06   5.0606e-08
  1.0850e+03   7.0728e-06   5.0645e-08
  1.0860e+03   7.0720e-06   5.0684e-08
  1.0870e+03   7.0712e-06   5.0723e-08
  1.0880e+03   7.0704e-06   5.0763e-08
  1.0890e+03   7.0696e-06   5.0802e-08
  1.0900e+03   7.0688e-06   5.0842e-08
  1.0910e+03   7.0680e-06   5.0882e-08
  1.0920e+03   7.0672e-06   5.0922e-08
  1.0930e+03   7.0664e-06   5.0962e-08
  1.0940e+03   7.0656e-06   5.1002e-08
  1.0950e+03   7.0648e-06   5.1043e-08
  1.0960e+03   7.0640e-06   5.1083e-08
  1.0970e+03   7.0632e-06   5.1124e-08
  1.0980e+03   7.0624e-06   5.1164e-08
  1.0990e+03   7.0616e-06   5.1205e-08
  1.1000e+03   7.0608e-06   5.1246e-08
  1.1010e+03   7.0600e-06   5.1287e-08
  1.1020e+03   7.0592e-06   5.1329e-08
  1.1030e+03   7.0584e-06   5.1370e-08
  1.1040e+03   7.0577e-06   5.1412e-08
  1.1050e+03   7.0569e-06   5.1453e-08
  1.1060e+03   7.0561e-06   5.1495e-08
  1.1070e+03   7.0553e-06   5.1537e-08
  1.1080e+03   7.0546e-06   5.1579e-08
  1.1090e+03   7.0538e-06   5.1621e-08
  1.1100e+03   7.0530e-06   5.1663e-08
  1.1110e+03   7.0522e-06   5.1706e-08
