# Galaxy auto- and CMB lensing cross-spectra.
# Computed with NaMaster compute_full_master
# at Nside=2048, last bin 5974.5
# with pixel window fn correction on C_a-SN and C_x.
# Used SN=9.737543e-07.
#    ell           C_l_a           C_l_x
    64.5     4.99707e-05     5.51336e-07
    94.5     3.29918e-05     3.01027e-07
   124.5     2.65068e-05     2.48615e-07
   154.5     2.13120e-05     3.59961e-07
   184.5     1.78657e-05     1.83445e-07
   214.5     1.60489e-05     1.21125e-07
   244.5     1.55101e-05     1.63931e-07
   274.5     1.35722e-05     4.80987e-08
   304.5     1.21747e-05     1.00082e-07
   334.5     1.18149e-05     1.94213e-07
   364.5     1.17174e-05     4.38982e-08
   394.5     1.11080e-05     4.13385e-08
   424.5     1.08410e-05     4.59970e-08
   454.5     1.06203e-05     1.39903e-07
   484.5     9.66606e-06     5.22190e-08
   514.5     9.87548e-06     4.56179e-08
   544.5     9.63813e-06     8.11558e-08
   574.5     9.46069e-06     9.52115e-08
   604.5     9.41208e-06     1.00924e-07
   634.5     9.11403e-06     8.20173e-08
   664.5     8.98307e-06     5.50053e-08
   694.5     8.97831e-06     2.11941e-08
   724.5     8.93681e-06     1.14369e-07
   754.5     8.86262e-06     6.27369e-08
   784.5     8.71249e-06     3.25437e-08
   814.5     8.92900e-06     4.80794e-08
   844.5     8.45595e-06     6.69682e-08
   874.5     8.50609e-06    -2.38011e-09
   904.5     8.51645e-06     3.36834e-08
   934.5     8.23064e-06     4.29405e-08
   964.5     8.56055e-06     3.12744e-08
   994.5     8.23888e-06     8.15710e-09
