# Galaxy auto- and CMB lensing cross-spectra.
# Computed with NaMaster compute_full_master
# at Nside=2048, last bin 5974.5
# with pixel window fn correction on C_a-SN and C_x.
# Used SN=1.146524e-06.
#    ell           C_l_a           C_l_x
    64.5     4.94669e-05     1.14729e-08
    94.5     3.28989e-05     3.82806e-07
   124.5     2.71921e-05     3.83314e-07
   154.5     2.02003e-05     4.02132e-07
   184.5     1.88236e-05     1.38680e-07
   214.5     1.57916e-05     2.59808e-07
   244.5     1.39415e-05     9.02227e-08
   274.5     1.29964e-05     1.23268e-07
   304.5     1.32722e-05     1.49072e-07
   334.5     1.19466e-05     6.67588e-08
   364.5     1.13482e-05     1.80895e-07
   394.5     1.04013e-05     1.75962e-07
   424.5     1.07002e-05     6.40876e-08
   454.5     1.00771e-05     1.00530e-07
   484.5     9.50978e-06    -2.03386e-08
   514.5     9.69404e-06    -1.96931e-08
   544.5     9.30281e-06    -4.45147e-08
   574.5     9.29171e-06    -3.67732e-08
   604.5     9.07555e-06     1.61596e-07
   634.5     9.29059e-06     1.91763e-07
   664.5     8.29631e-06     1.89922e-07
   694.5     9.05009e-06     8.78061e-08
   724.5     8.61162e-06    -1.66621e-08
   754.5     9.25446e-06     2.27034e-08
   784.5     8.49846e-06     3.65743e-08
   814.5     8.37825e-06    -2.81403e-08
   844.5     8.34175e-06    -1.63890e-08
   874.5     8.06814e-06     8.76366e-08
   904.5     8.32742e-06     5.27000e-08
   934.5     8.43873e-06     1.81120e-08
   964.5     8.31342e-06     6.30612e-08
   994.5     8.75485e-06     1.69872e-09
